game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105150WAS,2021-05-15,2021,1,WNBA,CHI,WAS,,,4.0,0.333,3.0,1.0,0.313,16.0,5.0,1.0,0.6,5.0,3.0,31.65,2.0,-15.0,14.0,6.0,,3.0
WNBA_202105180WAS,2021-05-18,2021,1,WNBA,PHO,WAS,3.0,,6.0,,4.0,,0.35,20.0,7.0,4.0,0.8,10.0,8.0,33.11666666666667,6.0,-10.0,22.0,12.0,1.0,1.0
WNBA_202105210WAS,2021-05-21,2021,1,WNBA,NYL,WAS,1.0,1.0,8.0,0.571,7.0,4.0,0.571,21.0,12.0,2.0,1.0,6.0,6.0,29.233333333333334,1.0,30.0,34.0,9.0,1.0,2.0
WNBA_202105230IND,2021-05-23,2021,1,WNBA,WAS,IND,1.0,1.0,6.0,0.333,6.0,2.0,0.455,22.0,10.0,4.0,0.9,10.0,9.0,33.166666666666664,3.0,-12.0,31.0,9.0,,1.0
WNBA_202105250IND,2021-05-25,2021,1,WNBA,WAS,IND,2.0,,6.0,0.286,7.0,2.0,0.565,23.0,13.0,2.0,1.0,2.0,2.0,34.1,,13.0,30.0,6.0,,3.0
WNBA_202105280CON,2021-05-28,2021,1,WNBA,WAS,CON,3.0,3.0,6.0,0.25,4.0,1.0,0.5,22.0,11.0,2.0,0.857,7.0,6.0,36.86666666666667,2.0,-2.0,29.0,8.0,2.0,
WNBA_202106050WAS,2021-06-05,2021,1,WNBA,LVA,WAS,3.0,,8.0,0.286,7.0,2.0,0.389,18.0,7.0,3.0,,1.0,,36.31666666666667,1.0,1.0,16.0,9.0,1.0,1.0
WNBA_202106080WAS,2021-06-08,2021,1,WNBA,MIN,WAS,1.0,,5.0,0.5,6.0,3.0,0.5,18.0,9.0,3.0,1.0,10.0,10.0,33.0,3.0,5.0,31.0,8.0,1.0,4.0
WNBA_202106100WAS,2021-06-10,2021,1,WNBA,LAS,WAS,3.0,,9.0,0.4,5.0,2.0,0.471,17.0,8.0,4.0,1.0,2.0,2.0,22.733333333333334,1.0,18.0,20.0,10.0,,2.0
WNBA_202106130ATL,2021-06-13,2021,1,WNBA,WAS,ATL,1.0,3.0,3.0,0.2,5.0,1.0,0.294,17.0,5.0,1.0,1.0,2.0,2.0,27.533333333333335,4.0,-15.0,13.0,7.0,,2.0
