game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,,1.0,3.0,2.0,,1.0,,,3.0,1.0,45.0,-2.0
2023-05-27-CHI-MAD,2023-05-27,2023,5,,CHI,MAD,,2.0,8.0,7.0,,2.0,,,7.0,,62.0,-3.0
2023-06-04-PIT-MAD,2023-06-04,2023,6,,PIT,MAD,,,6.0,4.0,,,,1.0,5.0,1.0,74.0,-11.0
2023-06-10-MAD-MIN,2023-06-10,2023,7,,MAD,MIN,1.0,,4.0,3.0,,1.0,,,3.0,,97.0,8.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,,2.0,8.0,4.0,,4.0,1.0,,4.0,,129.0,-9.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,,MIN,MAD,,,2.0,2.0,0.0,0.0,,,2.0,,31.0,1.0
