game_id,date,season,week,league,away,home,completions,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,interceptions_lost,pass_attempts,passing_tds,passing_yards,rush_attempts,rushing_tds,rushing_yards
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,15.0,,,,,,2.0,28.0,0.0,126.0,3.0,0.0,9.0
FOOTBALL_AAF_2019_2_17_ATL@SD,2019-02-17,2019,2,AAF,ATL,SD,17.0,,,,,,1.0,25.0,1.0,160.0,4.0,0.0,1.0
FOOTBALL_AAF_2019_2_24_BIR@ATL,2019-02-24,2019,3,AAF,BIR,ATL,28.0,0.0,0.0,1.0,0.0,0.0,3.0,48.0,1.0,328.0,2.0,0.0,27.0
FOOTBALL_AAF_2019_3_3_ATL@ARI,2019-03-03,2019,4,AAF,ATL,ARI,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,,,
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,5.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,60.0,,,
FOOTBALL_AAF_2019_3_31_ATL@BIR,2019-03-31,2019,8,AAF,ATL,BIR,13.0,,,,,,1.0,22.0,0.0,135.0,,,
