game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,4.0,36.0,6.0,49.0,-8.0,169.0,21.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,3.0,1.0,31.0,,29.0,-13.0,132.0,17.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,1.0,,10.0,2.0,30.0,-4.0,41.0,7.0
