game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2026-03-24-1526842,2026-03-24,2026,1,T20I,Seychelles,Ghana,28.0,1.0,0.0,10.0,12.0,0.0,12.0,0.0,0.0,6.0,1.0,0.0,1.0
cricket-t20i-2026-03-25-1526843,2026-03-25,2026,1,T20I,St Helena,Seychelles,,,,,,,24.0,1.0,0.0,22.0,1.0,0.0,1.0
cricket-t20i-2026-03-27-1526848,2026-03-27,2026,1,T20I,Tanzania,Seychelles,19.0,0.0,1.0,9.0,2.0,0.0,24.0,0.0,0.0,28.0,2.0,0.0,1.0
cricket-t20i-2026-03-28-1526850,2026-03-28,2026,1,T20I,Seychelles,Malawi,,,,,,,24.0,0.0,0.0,20.0,1.0,1.0,1.0
