game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W2_WINDCHILL,,2022,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
SYNTHETIC_AUDL_2022_W3_WINDCHILL,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-25-MAD-MIN,2022-06-25,2022,5,,MAD,MIN,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-01-MIN-CHI,2022-07-01,2022,6,,MIN,CHI,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-02-MIN-DET,2022-07-02,2022,6,,MIN,DET,2.0,0.0,,,0.0,3.0,,,1.0,143.0,144.0
2022-07-10-MIN-MAD,2022-07-10,2022,7,AUDL,windchill,radicals,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-16-CHI-MIN,2022-07-16,2022,8,AUDL,union,windchill,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-23-MIN-IND,2022-07-23,2022,9,AUDL,windchill,alleycats,1.0,0.0,,,0.0,0.0,,,0.0,19.0,4.0
2022-07-31-DET-MIN,2022-07-31,2022,10,AUDL,mechanix,windchill,0.0,0.0,,,0.0,0.0,,,0.0,20.0,7.0
2023-05-06-MIN-IND,2023-05-06,2023,2,AUDL,MINNESOTA WIND CHILL,INDIANAPOLIS ALLEYCATS,,1.0,,1.0,,,,1.0,,,-2.0
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,1.0,,2.0,2.0,,,1.0,2.0,1.0,10.0,21.0
2023-06-24-MIN-COL,2023-06-24,2023,9,AUDL,MINNESOTA WIND CHILL,COLORADO SUMMIT,,,3.0,2.0,,1.0,,2.0,,10.0,4.0
2023-07-07-MIN-MAD,2023-07-07,2023,11,AUDL,MINNESOTA WIND CHILL,MADISON RADICALS,,,0.0,0.0,,0.0,,0.0,,0.0,0.0
2023-07-09-IND-MIN,2023-07-09,2023,11,AUDL,INDIANAPOLIS ALLEYCATS,MINNESOTA WIND CHILL,,1.0,,,,,,,,,
2024-04-27-MIN-PIT,2024-04-27,2024,1,UFA,windchill,thunderbirds,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-11-MIN-CHI,2024-05-11,2024,3,UFA,windchill,union,1.0,0.0,,,0.0,2.0,,,1.0,233.0,81.0
2024-05-18-PIT-MIN,2024-05-18,2024,4,UFA,thunderbirds,windchill,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-24-MIN-MAD,2024-05-24,2024,5,UFA,windchill,radicals,1.0,0.0,,,0.0,1.0,,,0.0,103.0,38.0
2024-06-08-MIN-IND,2024-06-08,2024,7,UFA,windchill,alleycats,2.0,2.0,,,0.0,3.0,,,0.0,232.0,11.0
2024-06-15-COL-MIN,2024-06-15,2024,8,UFA,summit,windchill,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-22-MAD-MIN,2024-06-22,2024,9,UFA,radicals,windchill,1.0,1.0,,,0.0,3.0,,,1.0,203.0,150.0
2024-06-28-MIN-CHI,2024-06-28,2024,10,UFA,windchill,union,0.0,0.0,,,0.0,4.0,,,0.0,239.0,133.0
2024-06-29-MIN-DET,2024-06-29,2024,10,UFA,windchill,mechanix,3.0,0.0,,,0.0,3.0,,,2.0,273.0,146.0
2024-07-06-CHI-MIN,2024-07-06,2024,11,UFA,union,windchill,1.0,0.0,,,0.0,2.0,,,2.0,309.0,123.0
2024-07-12-NY-MIN,2024-07-12,2024,12,UFA,empire,windchill,5.0,0.0,,,0.0,4.0,,,2.0,382.0,172.0
2024-07-20-DET-MIN,2024-07-20,2024,13,UFA,mechanix,windchill,4.0,0.0,,,0.0,3.0,,,1.0,244.0,259.0
2025-04-26-MAD-MIN,2025-04-26,2025,1,UFA,radicals,windchill,1.0,0.0,,,0.0,0.0,,,1.0,115.0,113.0
2025-05-10-MIN-IND,2025-05-10,2025,3,UFA,windchill,alleycats,6.0,0.0,,,0.0,0.0,,,1.0,163.0,253.0
2025-05-17-CHI-MIN,2025-05-17,2025,4,UFA,union,windchill,1.0,0.0,,,1.0,0.0,,,2.0,93.0,98.0
2025-05-24-MIN-PIT,2025-05-24,2025,5,UFA,windchill,thunderbirds,2.0,1.0,,,0.0,2.0,,,1.0,87.0,111.0
2025-05-30-ATL-MIN,2025-05-30,2025,6,UFA,hustle,windchill,3.0,0.0,,,0.0,0.0,,,1.0,135.0,249.0
2025-06-07-PIT-MIN,2025-06-07,2025,7,UFA,thunderbirds,windchill,1.0,0.0,,,1.0,1.0,,,1.0,139.0,167.0
2025-06-13-MIN-MAD,2025-06-13,2025,8,UFA,windchill,radicals,3.0,2.0,,,0.0,2.0,,,1.0,179.0,272.0
2025-06-21-IND-MIN,2025-06-21,2025,9,UFA,alleycats,windchill,2.0,0.0,,,0.0,4.0,,,0.0,130.0,113.0
2025-07-04-MIN-CHI,2025-07-04,2025,11,UFA,windchill,union,1.0,0.0,,,0.0,1.0,,,2.0,140.0,98.0
2025-07-05-MIN-DET,2025-07-05,2025,11,UFA,windchill,mechanix,1.0,0.0,,,0.0,1.0,,,2.0,98.0,233.0
2025-07-12-MAD-MIN,2025-07-12,2025,12,UFA,radicals,windchill,0.0,0.0,,,1.0,1.0,,,1.0,101.0,105.0
2025-07-18-MIN-SLC,2025-07-18,2025,13,UFA,windchill,shred,4.0,1.0,,,0.0,1.0,,,1.0,81.0,226.0
2025-07-20-DET-MIN,2025-07-20,2025,13,UFA,mechanix,windchill,2.0,1.0,,,0.0,1.0,,,1.0,69.0,81.0
2026-05-02-CHI-MIN,2026-05-02,2026,2,UFA,union,windchill,1.0,0.0,,,0.0,1.0,,,0.0,59.0,171.0
