game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
9889293,2023-06-24,2023,3,CFL,SSK,CGY,0.0,4.0,1.0,,
9889299,2023-07-07,2023,5,CFL,CGY,WPG,0.0,23.0,2.0,,
9889305,2023-07-15,2023,6,CFL,CGY,SSK,0.0,34.0,5.0,,
9889309,2023-07-23,2023,7,CFL,OTT,CGY,1.0,87.0,5.0,,
9889313,2023-07-30,2023,8,CFL,CGY,MTL,0.0,29.0,2.0,,
9889315,2023-08-04,2023,9,CFL,TOR,CGY,0.0,24.0,3.0,,
9889320,2023-08-12,2023,10,CFL,CGY,BC,0.0,-1.0,1.0,,
10798017,2024-06-07,2024,1,CFL,HAM,CGY,1.0,61.0,6.0,,
10798144,2024-05-25,2024,2,CFL,BC,CGY,0.0,37.0,2.0,,
10798030,2024-06-29,2024,4,CFL,WPG,CGY,0.0,43.0,3.0,,
10798034,2024-07-06,2024,5,CFL,CGY,MTL,0.0,3.0,1.0,,
10798037,2024-07-12,2024,6,CFL,CGY,WPG,0.0,80.0,5.0,,
10798043,2024-07-21,2024,7,CFL,BC,CGY,1.0,63.0,3.0,0.0,-8.0
10798051,2024-08-04,2024,9,CFL,TOR,CGY,0.0,8.0,1.0,,
10798053,2024-08-09,2024,10,CFL,CGY,TOR,0.0,74.0,4.0,,
10798056,2024-08-15,2024,11,CFL,OTT,CGY,0.0,17.0,3.0,,
10798067,2024-09-02,2024,13,CFL,EDM,CGY,0.0,6.0,1.0,,
10798071,2024-09-07,2024,14,CFL,CGY,EDM,0.0,29.0,3.0,,
10798074,2024-09-14,2024,15,CFL,MTL,CGY,0.0,16.0,3.0,,
10798076,2024-09-20,2024,16,CFL,SSK,CGY,1.0,24.0,3.0,,
10798087,2024-10-12,2024,19,CFL,EDM,CGY,0.0,30.0,2.0,,
10798090,2024-10-18,2024,20,CFL,CGY,HAM,0.0,9.0,1.0,,
10798096,2024-10-26,2024,21,CFL,CGY,SSK,1.0,90.0,3.0,,
11824047,2025-06-07,2025,1,CFL,HAM,CGY,0.0,112.0,4.0,,
11824055,2025-06-21,2025,3,CFL,OTT,CGY,0.0,61.0,2.0,,
11824061,2025-07-03,2025,5,CFL,WPG,CGY,1.0,43.0,1.0,,
11824083,2025-08-09,2025,10,CFL,WPG,CGY,0.0,75.0,4.0,,
11824091,2025-08-23,2025,12,CFL,SSK,CGY,0.0,14.0,1.0,,
11824094,2025-09-01,2025,13,CFL,EDM,CGY,0.0,62.0,5.0,,
11824098,2025-09-06,2025,14,CFL,CGY,EDM,0.0,58.0,5.0,,
11824104,2025-09-19,2025,16,CFL,BC,CGY,0.0,29.0,2.0,,
11824107,2025-09-26,2025,17,CFL,CGY,MTL,0.0,33.0,2.0,,
11824113,2025-10-04,2025,18,CFL,CGY,BC,1.0,36.0,3.0,,
11824115,2025-10-11,2025,19,CFL,CGY,HAM,0.0,37.0,2.0,,
11824121,2025-10-18,2025,20,CFL,TOR,CGY,0.0,6.0,2.0,,
11824123,2025-10-24,2025,21,CFL,CGY,EDM,0.0,35.0,2.0,,
