game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,2.0,6.0,,9.0,,11.0,11.0,6.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,6.0,2.0,9.0,4.0,36.0,7.0,53.0,5.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,10.0,5.0,30.0,12.0,58.0,22.0,96.0,5.0
