game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2021-11-03-1283044,2021-11-03,2021,1,T20I,Mozambique,Cameroon,3.0,0.0,0.0,6.0,1.0,0.0,24.0,0.0,0.0,33.0,1.0,3.0,,1.0
cricket-t20i-2021-11-05-1283046,2021-11-05,2021,1,T20I,Cameroon,Botswana,,,,,,,17.0,0.0,0.0,32.0,0.0,1.0,,1.0
cricket-t20i-2021-11-06-1283049,2021-11-06,2021,1,T20I,Tanzania,Cameroon,7.0,0.0,0.0,6.0,3.0,0.0,24.0,0.0,0.0,55.0,0.0,4.0,,1.0
cricket-t20i-2021-11-07-1283050,2021-11-07,2021,1,T20I,Cameroon,Sierra Leone,4.0,0.0,0.0,5.0,0.0,0.0,18.0,0.0,0.0,21.0,0.0,1.0,,1.0
cricket-t20i-2022-09-19-1332506,2022-09-19,2022,1,T20I,Cameroon,Kenya,7.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,0.0,,1.0
cricket-t20i-2022-12-02-1343774,2022-12-02,2022,1,T20I,Cameroon,Sierra Leone,19.0,0.0,0.0,3.0,11.0,0.0,24.0,0.0,1.0,27.0,2.0,2.0,,1.0
cricket-t20i-2022-12-04-1343776,2022-12-04,2022,1,T20I,Cameroon,Mozambique,9.0,0.0,0.0,3.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,,1.0
cricket-t20i-2022-12-05-1343782,2022-12-05,2022,1,T20I,Cameroon,Nigeria,8.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,,1.0
cricket-t20i-2022-12-09-1343793,2022-12-09,2022,1,T20I,Gambia,Cameroon,2.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,18.0,4.0,2.0,2.0,1.0
cricket-t20i-2022-12-09-1343795,2022-12-09,2022,1,T20I,Tanzania,Cameroon,3.0,0.0,0.0,8.0,1.0,0.0,24.0,0.0,0.0,47.0,1.0,4.0,,1.0
cricket-t20i-2024-09-21-1450752,2024-09-21,2024,1,T20I,Cameroon,Ghana,11.0,0.0,0.0,6.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,,1.0
cricket-t20i-2024-09-22-1450754,2024-09-22,2024,1,T20I,Mali,Cameroon,3.0,1.0,0.0,5.0,4.0,0.0,18.0,1.0,0.0,10.0,2.0,1.0,,1.0
cricket-t20i-2024-09-25-1450762,2024-09-25,2024,1,T20I,Cameroon,Malawi,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2024-09-26-1450764,2024-09-26,2024,1,T20I,Lesotho,Cameroon,,,,,,,12.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0
