game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W1_OTT,,,1,CFL,,,,,,,,,,0.0,6.0,,
SYNTHETIC_CFL_W4_OTT,,,4,CFL,,,0.0,,0.0,3.0,,,,1.0,4.0,,
SYNTHETIC_CFL_W5_OTT,,,5,CFL,,,1.0,,0.0,58.0,0.0,0.0,0.0,0.0,1.0,,
SYNTHETIC_CFL_W6_OTT,,,6,CFL,,,2.0,,1.0,203.0,,,,2.0,62.0,,
SYNTHETIC_CFL_W7_OTT,,,7,CFL,,,0.0,,1.0,297.0,,,,2.0,52.0,,
SYNTHETIC_CFL_W8_OTT,,,8,CFL,,,0.0,,2.0,286.0,,,,0.0,31.0,,
SYNTHETIC_CFL_W9_OTT,,,9,CFL,,,1.0,,0.0,66.0,,,,0.0,6.0,,
SYNTHETIC_CFL_W11_OTT,,,11,CFL,,,0.0,,0.0,111.0,,,,1.0,82.0,,
SYNTHETIC_CFL_W13_OTT,,,13,CFL,,,,,,,,,,1.0,25.0,,
SYNTHETIC_CFL_W14_OTT,,,14,CFL,,,,,,,,,,1.0,9.0,,
SYNTHETIC_CFL_W16_OTT,,,16,CFL,,,3.0,,0.0,137.0,,,,0.0,17.0,,
SYNTHETIC_CFL_W17_OTT,,,17,CFL,,,,,,,,,,0.0,4.0,,
SYNTHETIC_CFL_W19_OTT,,,19,CFL,,,,,,,,,,1.0,6.0,,
SYNTHETIC_CFL_W20_OTT,,,20,CFL,,,,,,,,,,2.0,7.0,,
SYNTHETIC_CFL_2023_W6_MTL,,2023,6,CFL,,,0.0,,0.0,3.0,,,,0.0,5.0,,
SYNTHETIC_CFL_2023_W8_MTL,,2023,8,CFL,,,,,,,,,,0.0,6.0,,
SYNTHETIC_CFL_2023_W9_MTL,,2023,9,CFL,,,,,,,,,,1.0,10.0,,
SYNTHETIC_CFL_2023_W10_MTL,,2023,10,CFL,,,1.0,,1.0,149.0,,,,2.0,66.0,,
SYNTHETIC_CFL_2023_W11_MTL,,2023,11,CFL,,,2.0,0.0,2.0,333.0,,,,1.0,45.0,0.0,1.0
SYNTHETIC_CFL_2023_W13_MTL,,2023,13,CFL,,,0.0,,0.0,5.0,,,,0.0,1.0,,
SYNTHETIC_CFL_2023_W14_MTL,,2023,14,CFL,,,1.0,,0.0,56.0,,,,0.0,3.0,,
SYNTHETIC_CFL_2023_W15_MTL,,2023,15,CFL,,,0.0,,0.0,0.0,,,,1.0,6.0,,
SYNTHETIC_CFL_2023_W16_MTL,,2023,16,CFL,,,,,,,,,,2.0,7.0,,
SYNTHETIC_CFL_2023_W17_MTL,,2023,17,CFL,,,,,,,,,,0.0,3.0,,
SYNTHETIC_CFL_2023_W18_MTL,,2023,18,CFL,,,0.0,,0.0,34.0,,,,1.0,14.0,,
SYNTHETIC_CFL_2023_W19_MTL,,2023,19,CFL,,,,,,,,,,0.0,11.0,,
SYNTHETIC_CFL_2023_W21_MTL,,2023,21,CFL,,,0.0,,0.0,30.0,,,,0.0,7.0,,
SYNTHETIC_CFL_2024_W1_MTL,,2024,1,CFL,,,,,,,,,,1.0,1.0,,
SYNTHETIC_CFL_2024_W2_MTL,,2024,2,CFL,,,,,,,,,,0.0,3.0,,
SYNTHETIC_CFL_2024_W3_MTL,,2024,3,CFL,,,0.0,,0.0,1.0,,,,1.0,12.0,,
SYNTHETIC_CFL_2024_W4_MTL,,2024,4,CFL,,,0.0,,1.0,49.0,,,,1.0,1.0,,
SYNTHETIC_CFL_2024_W5_MTL,,2024,5,CFL,,,,,,,,,,0.0,6.0,,
SYNTHETIC_CFL_2024_W6_MTL,,2024,6,CFL,,,2.0,,2.0,127.0,,,,0.0,18.0,,
SYNTHETIC_CFL_2024_W8_MTL,,2024,8,CFL,,,0.0,,0.0,91.0,,,,0.0,4.0,,
SYNTHETIC_CFL_2024_W9_MTL,,2024,9,CFL,,,0.0,,1.0,39.0,,,,1.0,10.0,,
SYNTHETIC_CFL_2025_W1_MTL,,2025,1,CFL,,,,,,,,,,1.0,5.0,,
SYNTHETIC_CFL_2025_W2_MTL,,2025,2,CFL,,,,,,,,,,1.0,1.0,,
SYNTHETIC_CFL_2025_W4_MTL,,2025,4,CFL,,,0.0,,0.0,0.0,,,,0.0,5.0,,
SYNTHETIC_CFL_2025_W5_MTL,,2025,5,CFL,,,0.0,,0.0,14.0,,,,0.0,14.0,,
SYNTHETIC_CFL_2025_W8_MTL,,2025,8,CFL,,,0.0,,0.0,42.0,,,,0.0,5.0,,
SYNTHETIC_CFL_2025_W9_MTL,,2025,9,CFL,,,0.0,,0.0,6.0,,,,0.0,10.0,,
SYNTHETIC_CFL_2025_W10_MTL,,2025,10,CFL,,,0.0,,1.0,113.0,,,,0.0,10.0,,
SYNTHETIC_CFL_2025_W11_MTL,,2025,11,CFL,,,0.0,,0.0,32.0,,,,,,,
