game_id,date,season,week,league,away,home,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,6.0,17.0,0.0,0.0,1.0,36.0,6.0,,,,,,,
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,6.0,11.0,0.0,0.0,0.0,22.0,4.0,5.0,5.0,0.0,1.0,0.0,1.0,5.0
FOOTBALL_AF1_2026_5_30_T584747G1168388@T602555,2026-05-30,2026,8,AF1,Kentucky Barrels,Minnesota Monsters,8.0,20.0,0.0,0.0,1.0,72.0,9.0,,,,,,,
FOOTBALL_AF1_2026_6_7_T602555G1168393@T612138,2026-06-08,2026,9,AF1,Minnesota Monsters,Oceanside Bombers,8.0,0.0,0.0,0.0,2.0,31.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0
