game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,def_solo,def_tot,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds,rush_att,rush_lg,rush_yds,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-nasl-2016-kRQand1MKZ,,2016,1,NASL,,,1.0,0.4127,21.0594,5.7871,,,1.0,0.7533,2.0,7.0,3008.0,0.7616,1674.0,-3.6724,-0.2194,1.2677,,,,,,,,,12.0,4.0,0.5873,0.2467,0.0548,0.8341,0.7638,0.252
soccer-mls-2017-kRQand1MKZ,,2017,1,MLS,,,0.0,-0.3793,19.8686,7.6558,,,0.0,0.0,0.0,1.0,541.0,0.747,336.0,-2.5765,-0.7668,0.0,,,,,,,,,0.0,0.0,0.3793,0.0,0.0,0.3793,0.7547,0.0
soccer-uslc-2018-315VWlvq9x,,2018,1,USLC,,,0.0,-3.205,22.3742,9.2411,,,1.0,0.2867,1.0,29.0,2820.0,0.7707,1723.0,34.7919,2.0193,1.5366,,,,,,,,,10.0,1.0,3.205,0.7133,-0.0018,3.9183,0.7506,0.7143
soccer-uslc-2019-315VWlvq9x,,2019,1,USLC,,,6.0,1.6785,23.2476,9.4032,,,0.0,-0.9201,6.0,47.0,2337.0,0.7178,1485.0,38.3515,2.5826,0.0,,,,,,,,,12.0,4.0,4.3215,0.9201,-0.0998,5.2416,0.692,0.8735
FOOTBALL_CFL_2021_8_28_BC@OTT,2021-08-28,2021,1,CFL,BC,OTT,,,,,2.0,2.0,,,,,,,,,,,9.0,4.0,7.0,7.0,14.0,12.0,11.0,43.0,,,,,,,,
FOOTBALL_CFL_2021_9_3_MTL@OTT,2021-09-03,2021,1,CFL,MTL,OTT,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,8.0,9.0,38.0,,,,,,,,
