game_id,date,season,week,league,away,home,kick_returns,kr_long,kr_yards,receiving_yards,receptions,ret_lg,ret_num,ret_yds,rush_att,rush_attempts,rush_lg,rush_yds,rushing_tds,rushing_yards,score_conv,score_pts,targets
FOOTBALL_AAF_2019_2_10_SL@ARI,2019-02-10,2019,1,AAF,SL,ARI,,,,,,,,,,6.0,,,0.0,16.0,,,
FOOTBALL_CFL_2019_2_10_SL@ARI,2019-02-10,2019,1,CFL,SL,ARI,,,,,,,,,6.0,,7.0,16.0,,,1.0,2.0,
FOOTBALL_CFL_2019_9_7_SSK@WPG,2019-09-07,2019,1,CFL,SSK,WPG,,,,,,20.0,2.0,31.0,,,,,,,,,
FOOTBALL_XFL_2020_2_8_LA@HOU,2020-02-08,2020,1,XFL,LA,HOU,2.0,22.0,43.0,7.0,1.0,,,,,3.0,,,,14.0,,,
FOOTBALL_XFL_2020_2_16_DAL@LA,2020-02-16,2020,2,XFL,DAL,LA,,,,11.0,1.0,,,,,3.0,,,,6.0,,,1.0
FOOTBALL_XFL_2020_2_23_DC@LA,2020-02-23,2020,3,XFL,DC,LA,,,,-3.0,1.0,,,,,5.0,,,1.0,6.0,,,
FOOTBALL_XFL_2020_2_29_LA@NY,2020-02-29,2020,4,XFL,LA,NY,,,,,,,,,,5.0,,,,4.0,,,
FOOTBALL_XFL_2020_3_8_TB@LA,2020-03-08,2020,5,XFL,TB,LA,2.0,23.0,41.0,10.0,2.0,,,,,,,,,,,,1.0
