game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-usls-2024-25-KXMeG8xq64,,2024,1,USLS,,,2.0,0.242,16.2553,1.8982,5.0,1.5401,7.0,15.0,1200.0,0.6392,352.0,-38.7368,-11.0048,2.8736,30.0,16.0,1.758,3.4599,1.1738,5.2179,0.7493,2.1668
soccer-usls-2025-26-KXMeG8xq64,,2025,1,USLS,,,2.0,-0.3872,16.0131,1.6081,7.0,0.7892,9.0,23.0,1690.0,0.7392,602.0,-20.8246,-3.4592,1.9253,58.0,24.0,2.3872,6.2108,2.6398,8.598,0.7738,4.5836
