game_id,date,season,week,league,away,home,blocks,fga,fouls,minutes,plus_minus
WNBA_202205140MIN,2022-05-14,2022,1,WNBA,CHI,MIN,,,2.0,3.9166666666666665,4.0
WNBA_202205170LAS,2022-05-17,2022,1,WNBA,MIN,LAS,,1.0,,1.9666666666666668,-2.0
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,1.0,,,3.15,4.0
