game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2022-11-14-1339558,2022-11-14,2022,1,T20I,Spain,Sweden,3.0,0.0,0.0,5.0,0.0,0.0,24.0,0.0,1.0,16.0,1.0,3.0,,1.0
cricket-t20i-2023-05-29-1378007,2023-05-29,2023,1,T20I,Turkey,Sweden,,,,,,,12.0,0.0,1.0,8.0,0.0,1.0,,1.0
cricket-t20i-2023-05-30-1378011,2023-05-30,2023,1,T20I,France,Sweden,1.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,2.0,,1.0
cricket-t20i-2023-06-01-1378016,2023-06-01,2023,1,T20I,Sweden,Germany,1.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,10.0,1.0,1.0,,1.0
cricket-t20i-2023-06-02-1378019,2023-06-02,2023,1,T20I,Jersey,Sweden,3.0,0.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,23.0,1.0,1.0,1.0,1.0
cricket-t20i-2025-05-25-1486089,2025-05-25,2025,1,T20I,Sweden,Spain,5.0,1.0,0.0,6.0,5.0,0.0,24.0,0.0,0.0,18.0,0.0,0.0,,1.0
cricket-t20i-2025-05-26-1486093,2025-05-26,2025,1,T20I,Sweden,Isle of Man,,,,,,,6.0,0.0,0.0,13.0,0.0,0.0,,1.0
cricket-t20i-2025-05-26-1486095,2025-05-26,2025,1,T20I,Sweden,Italy,13.0,1.0,0.0,5.0,10.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,,1.0
cricket-t20i-2025-05-28-1486098,2025-05-28,2025,1,T20I,Germany,Sweden,12.0,0.0,0.0,6.0,9.0,0.0,24.0,0.0,0.0,27.0,1.0,3.0,,1.0
cricket-t20i-2025-05-29-1486101,2025-05-29,2025,1,T20I,Sweden,Jersey,18.0,0.0,0.0,6.0,14.0,0.0,24.0,0.0,0.0,22.0,1.0,3.0,,1.0
cricket-t20i-2025-08-29-1499022,2025-08-29,2025,1,T20I,Sweden,Norway,10.0,2.0,0.0,5.0,15.0,0.0,24.0,0.0,0.0,10.0,2.0,1.0,,1.0
cricket-t20i-2025-08-30-1499024,2025-08-30,2025,1,T20I,Sweden,Denmark,12.0,0.0,0.0,6.0,1.0,0.0,24.0,0.0,0.0,7.0,2.0,1.0,1.0,1.0
cricket-t20i-2025-08-31-1499028,2025-08-31,2025,1,T20I,Germany,Sweden,17.0,0.0,0.0,6.0,7.0,0.0,24.0,0.0,0.0,36.0,0.0,4.0,,1.0
cricket-t20i-2025-08-31-1499030,2025-08-31,2025,1,T20I,Sweden,Finland,12.0,0.0,1.0,6.0,10.0,0.0,12.0,0.0,0.0,7.0,0.0,2.0,,1.0
