game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140LAS,2021-05-14,2021,1,WNBA,DAL,LAS,4.0,,9.0,,3.0,,0.467,15.0,7.0,1.0,0.9,10.0,9.0,,36.21666666666667,,25.0,23.0,9.0,4.0,3.0
WNBA_202106040SEA,2021-06-04,2021,1,WNBA,DAL,SEA,4.0,,2.0,,4.0,,0.462,13.0,6.0,2.0,0.75,4.0,3.0,,24.116666666666667,1.0,7.0,15.0,3.0,2.0,2.0
WNBA_202106060SEA,2021-06-06,2021,1,WNBA,DAL,SEA,1.0,1.0,6.0,0.2,5.0,1.0,0.25,8.0,2.0,2.0,,,,,31.083333333333332,1.0,-6.0,5.0,7.0,,1.0
WNBA_202106080PHO,2021-06-08,2021,1,WNBA,DAL,PHO,,2.0,2.0,0.6,5.0,3.0,0.3,10.0,3.0,1.0,,,,,19.95,,-9.0,9.0,2.0,,1.0
WNBA_202106110PHO,2021-06-11,2021,1,WNBA,DAL,PHO,3.0,,1.0,,4.0,,0.143,14.0,2.0,1.0,,,,,21.533333333333335,,11.0,4.0,1.0,1.0,
WNBA_202106130LVA,2021-06-13,2021,1,WNBA,DAL,LVA,,,1.0,,,,0.2,5.0,1.0,3.0,1.0,2.0,2.0,,9.766666666666667,2.0,3.0,4.0,3.0,,
WNBA_202106170DAL,2021-06-17,2021,1,WNBA,MIN,DAL,2.0,,2.0,,2.0,,0.308,13.0,4.0,3.0,0.667,3.0,2.0,,25.05,1.0,-7.0,10.0,3.0,2.0,
WNBA_202106190DAL,2021-06-19,2021,1,WNBA,MIN,DAL,1.0,1.0,2.0,0.5,2.0,1.0,0.333,6.0,2.0,2.0,1.0,4.0,4.0,,22.733333333333334,1.0,14.0,9.0,3.0,1.0,1.0
WNBA_202106220CON,2021-06-22,2021,1,WNBA,DAL,CON,1.0,1.0,2.0,,,,0.8,5.0,4.0,1.0,0.5,2.0,1.0,,22.633333333333333,,-2.0,9.0,2.0,,1.0
WNBA_202106240IND,2021-06-24,2021,1,WNBA,DAL,IND,1.0,,,,1.0,,0.667,6.0,4.0,3.0,1.0,5.0,5.0,,22.233333333333334,4.0,23.0,13.0,4.0,2.0,2.0
WNBA_202106260DAL,2021-06-26,2021,1,WNBA,WAS,DAL,2.0,1.0,5.0,0.6,5.0,3.0,0.625,8.0,5.0,2.0,1.0,1.0,1.0,,20.816666666666666,,5.0,14.0,5.0,,2.0
WNBA_202106300DAL,2021-06-30,2021,1,WNBA,CHI,DAL,3.0,2.0,5.0,0.333,3.0,1.0,0.583,12.0,7.0,1.0,1.0,1.0,1.0,,29.516666666666666,1.0,-4.0,16.0,6.0,1.0,1.0
WNBA_202107020DAL,2021-07-02,2021,1,WNBA,CHI,DAL,2.0,2.0,4.0,1.0,3.0,3.0,0.833,6.0,5.0,,1.0,4.0,4.0,,32.25,1.0,7.0,17.0,5.0,,
WNBA_202107050NYL,2021-07-05,2021,1,WNBA,DAL,NYL,3.0,2.0,1.0,1.0,2.0,2.0,0.5,8.0,4.0,5.0,,,,,30.0,1.0,4.0,10.0,2.0,1.0,
WNBA_202107070MIN,2021-07-07,2021,1,WNBA,DAL,MIN,1.0,,3.0,0.333,3.0,1.0,0.5,8.0,4.0,5.0,1.0,4.0,4.0,,22.266666666666666,,5.0,13.0,3.0,2.0,2.0
WNBA_202107110DAL,2021-07-11,2021,1,WNBA,LVA,DAL,2.0,,4.0,0.5,2.0,1.0,0.5,10.0,5.0,1.0,1.0,3.0,3.0,,21.35,2.0,-8.0,14.0,6.0,,
WNBA_202108150DAL,2021-08-15,2021,1,WNBA,CON,DAL,,,2.0,0.5,2.0,1.0,0.5,10.0,5.0,1.0,,,,,32.43333333333333,1.0,-15.0,11.0,3.0,1.0,
WNBA_202108170CHI,2021-08-17,2021,1,WNBA,DAL,CHI,3.0,2.0,5.0,0.8,5.0,4.0,0.538,13.0,7.0,1.0,1.0,2.0,2.0,,34.56666666666667,2.0,1.0,20.0,7.0,1.0,4.0
WNBA_202108200DAL,2021-08-20,2021,1,WNBA,IND,DAL,4.0,3.0,6.0,0.5,2.0,1.0,0.2,5.0,1.0,2.0,,,,,34.333333333333336,,-14.0,3.0,6.0,1.0,
WNBA_202109020DAL,2021-09-02,2021,1,WNBA,ATL,DAL,1.0,1.0,8.0,0.333,9.0,3.0,0.438,16.0,7.0,2.0,1.0,2.0,2.0,,36.983333333333334,2.0,6.0,19.0,10.0,1.0,4.0
WNBA_202109050DAL,2021-09-05,2021,1,WNBA,ATL,DAL,,1.0,11.0,,4.0,,0.385,13.0,5.0,4.0,,,,,35.15,3.0,-5.0,10.0,14.0,1.0,2.0
WNBA_202109070DAL,2021-09-07,2021,1,WNBA,CON,DAL,1.0,,2.0,0.4,5.0,2.0,0.375,8.0,3.0,,1.0,2.0,2.0,,25.816666666666666,3.0,-24.0,10.0,5.0,,3.0
WNBA_202109110DAL,2021-09-11,2021,1,WNBA,NYL,DAL,1.0,1.0,8.0,0.25,4.0,1.0,0.364,11.0,4.0,4.0,0.667,6.0,4.0,,34.3,3.0,10.0,13.0,11.0,1.0,2.0
WNBA_202109130LVA,2021-09-13,2021,1,WNBA,DAL,LVA,1.0,1.0,1.0,0.333,3.0,1.0,0.7,10.0,7.0,3.0,,1.0,,,33.1,2.0,-13.0,15.0,3.0,,3.0
WNBA_202109190DAL,2021-09-19,2021,1,WNBA,LAS,DAL,1.0,,5.0,0.25,4.0,1.0,0.222,9.0,2.0,3.0,0.778,9.0,7.0,,35.61666666666667,2.0,1.0,12.0,7.0,3.0,
WNBA_202109230CHI,2021-09-23,2021,1,WNBA,DAL,CHI,2.0,1.0,5.0,1.0,1.0,1.0,0.6,5.0,3.0,3.0,1.0,2.0,2.0,,34.36666666666667,1.0,-7.0,9.0,6.0,1.0,1.0
WNBA_202205070DAL,2022-05-07,2022,1,WNBA,ATL,DAL,2.0,3.0,8.0,,2.0,,0.25,12.0,3.0,3.0,0.75,8.0,6.0,,33.31666666666667,1.0,2.0,12.0,9.0,1.0,1.0
WNBA_202205130WAS,2022-05-13,2022,1,WNBA,DAL,WAS,2.0,1.0,3.0,0.5,6.0,3.0,0.5,12.0,6.0,3.0,1.0,6.0,6.0,,31.933333333333334,,11.0,21.0,3.0,3.0,1.0
WNBA_202205150NYL,2022-05-15,2022,1,WNBA,DAL,NYL,,,1.0,0.5,4.0,2.0,0.286,7.0,2.0,2.0,0.833,6.0,5.0,,37.18333333333333,2.0,9.0,11.0,3.0,1.0,2.0
WNBA_202205170DAL,2022-05-17,2022,1,WNBA,WAS,DAL,4.0,1.0,6.0,0.4,5.0,2.0,0.429,14.0,6.0,1.0,,,,,36.95,,-8.0,14.0,6.0,1.0,2.0
WNBA_202205190PHO,2022-05-19,2022,1,WNBA,DAL,PHO,2.0,5.0,5.0,0.667,6.0,4.0,0.5,12.0,6.0,2.0,,,,,35.06666666666667,,10.0,16.0,5.0,1.0,1.0
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,3.0,1.0,3.0,0.5,2.0,1.0,0.5,4.0,2.0,2.0,1.0,2.0,2.0,,25.916666666666668,1.0,18.0,7.0,4.0,,
WNBA_202205240CON,2022-05-24,2022,1,WNBA,DAL,CON,2.0,2.0,4.0,0.25,4.0,1.0,0.5,10.0,5.0,2.0,1.0,6.0,6.0,,30.85,4.0,12.0,17.0,8.0,,
