game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,,15.0,,7.0,-5.0,53.0,5.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,9.0,2.0,27.0,,38.0,,143.0,11.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,2.0,,8.0,1.0,5.0,-1.0,33.0,4.0
