game_id,date,season,week,league,away,home,extra_point,fumble_recoveries,made_19,made_29,made_39,made_49,made_50,missed,rushing_yards
SYNTHETIC_USFL_2022_W1_MICH,,2022,1,USFL,,,,,0.0,0.0,0.0,0.0,0.0,1.0,
SYNTHETIC_USFL_2022_W2_MICH,,2022,2,USFL,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,
SYNTHETIC_USFL_2022_W4_MICH,,2022,4,USFL,,,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,
FOOTBALL_XFL_2023_2_18_VGS@ARL,2023-02-18,2023,1,XFL,VGS,ARL,,,,,,,,,2.0
FOOTBALL_XFL_2023_4_1_SA@VGS,2023-04-01,2023,7,XFL,SA,VGS,,1.0,,,,,,,
