game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140LAS,2021-05-14,2021,1,WNBA,DAL,LAS,,1.0,8.0,,0.667,6.0,4.0,2.0,0.75,4.0,3.0,26.216666666666665,2.0,15.0,11.0,10.0,1.0,2.0
WNBA_202105220DAL,2021-05-22,2021,1,WNBA,SEA,DAL,1.0,,,,0.5,2.0,1.0,1.0,,,,8.566666666666666,,-17.0,2.0,,1.0,1.0
WNBA_202105240NYL,2021-05-24,2021,1,WNBA,DAL,NYL,,,3.0,,0.5,4.0,2.0,,0.25,4.0,1.0,11.933333333333334,2.0,-8.0,5.0,5.0,,
WNBA_202105270ATL,2021-05-27,2021,1,WNBA,DAL,ATL,,,,,0.25,4.0,1.0,1.0,0.5,2.0,1.0,9.683333333333334,,-12.0,3.0,,,
WNBA_202105290DAL,2021-05-29,2021,1,WNBA,PHO,DAL,,,2.0,,0.5,6.0,3.0,3.0,,,,13.666666666666666,2.0,-6.0,6.0,4.0,,
WNBA_202106010DAL,2021-06-01,2021,1,WNBA,LAS,DAL,1.0,1.0,3.0,,0.5,4.0,2.0,5.0,,,,14.983333333333333,4.0,-3.0,4.0,7.0,,
WNBA_202106040SEA,2021-06-04,2021,1,WNBA,DAL,SEA,,1.0,7.0,,0.5,4.0,2.0,2.0,,,,18.533333333333335,1.0,-11.0,4.0,8.0,,1.0
WNBA_202106060SEA,2021-06-06,2021,1,WNBA,DAL,SEA,1.0,,3.0,,0.5,2.0,1.0,2.0,,,,9.0,1.0,-10.0,2.0,4.0,,
WNBA_202106080PHO,2021-06-08,2021,1,WNBA,DAL,PHO,,,3.0,,,2.0,,3.0,,,,9.666666666666666,,-10.0,,3.0,,
WNBA_202106110PHO,2021-06-11,2021,1,WNBA,DAL,PHO,,,2.0,,1.0,3.0,3.0,4.0,,,,12.783333333333333,2.0,7.0,6.0,4.0,,2.0
WNBA_202106130LVA,2021-06-13,2021,1,WNBA,DAL,LVA,,,,,1.0,2.0,2.0,3.0,,,,9.533333333333333,1.0,,4.0,1.0,,
WNBA_202106170DAL,2021-06-17,2021,1,WNBA,MIN,DAL,,,5.0,,0.5,2.0,1.0,1.0,,,,16.033333333333335,,-6.0,2.0,5.0,,2.0
WNBA_202106190DAL,2021-06-19,2021,1,WNBA,MIN,DAL,,,2.0,,0.5,2.0,1.0,4.0,,,,12.316666666666666,1.0,-3.0,2.0,3.0,,
WNBA_202106220CON,2021-06-22,2021,1,WNBA,DAL,CON,,,2.0,,0.25,4.0,1.0,3.0,,,,19.633333333333333,1.0,,2.0,3.0,,
WNBA_202106240IND,2021-06-24,2021,1,WNBA,DAL,IND,,,5.0,,0.667,6.0,4.0,2.0,1.0,4.0,4.0,27.166666666666668,2.0,13.0,12.0,7.0,1.0,1.0
WNBA_202106260DAL,2021-06-26,2021,1,WNBA,WAS,DAL,,,5.0,,0.2,5.0,1.0,2.0,,,,12.75,,-3.0,2.0,5.0,,
WNBA_202106300DAL,2021-06-30,2021,1,WNBA,CHI,DAL,,,,,,2.0,,,,,,2.7,1.0,-6.0,,1.0,,
WNBA_202107050NYL,2021-07-05,2021,1,WNBA,DAL,NYL,,,,,,,,,,,,1.35,,-1.0,,,,
WNBA_202107070MIN,2021-07-07,2021,1,WNBA,DAL,MIN,,1.0,1.0,,0.5,2.0,1.0,1.0,,,,12.9,3.0,-9.0,2.0,4.0,,
WNBA_202107110DAL,2021-07-11,2021,1,WNBA,LVA,DAL,,,6.0,,0.667,6.0,4.0,3.0,0.833,6.0,5.0,22.116666666666667,2.0,-12.0,13.0,8.0,1.0,1.0
WNBA_202108150DAL,2021-08-15,2021,1,WNBA,CON,DAL,,,,,,1.0,,,,,,3.65,,-6.0,,,,1.0
WNBA_202108170CHI,2021-08-17,2021,1,WNBA,DAL,CHI,,,,,,1.0,,,,,,2.05,,-6.0,,,,
WNBA_202108200DAL,2021-08-20,2021,1,WNBA,IND,DAL,,,1.0,,1.0,1.0,1.0,3.0,,,,6.05,,12.0,2.0,1.0,,
WNBA_202109020DAL,2021-09-02,2021,1,WNBA,ATL,DAL,,,,,,1.0,,1.0,,,,4.166666666666667,,-6.0,,,,
WNBA_202109050DAL,2021-09-05,2021,1,WNBA,ATL,DAL,,,4.0,,0.571,7.0,4.0,1.0,0.667,3.0,2.0,16.816666666666666,3.0,-4.0,10.0,7.0,,1.0
WNBA_202109070DAL,2021-09-07,2021,1,WNBA,CON,DAL,1.0,1.0,2.0,,0.5,2.0,1.0,4.0,,,,25.9,1.0,-7.0,2.0,3.0,,1.0
WNBA_202109110DAL,2021-09-11,2021,1,WNBA,NYL,DAL,,,1.0,,,,,,,,,2.1666666666666665,,3.0,,1.0,,
WNBA_202109130LVA,2021-09-13,2021,1,WNBA,DAL,LVA,2.0,,6.0,,,5.0,,,,,,13.0,2.0,-2.0,,8.0,,
WNBA_202205070DAL,2022-05-07,2022,1,WNBA,ATL,DAL,,,,,,2.0,,,,,,3.45,,-7.0,,,,
WNBA_202205130WAS,2022-05-13,2022,1,WNBA,DAL,WAS,,,,,,,,,,,,1.6833333333333333,,1.0,,,,
WNBA_202205170DAL,2022-05-17,2022,1,WNBA,WAS,DAL,,,,,,,,,,,,1.3666666666666667,,-2.0,,,,
WNBA_202205210DAL,2022-05-21,2022,1,WNBA,MIN,DAL,,,2.0,,0.5,4.0,2.0,2.0,0.5,2.0,1.0,11.083333333333334,1.0,-8.0,5.0,3.0,,1.0
WNBA_202205240CON,2022-05-24,2022,1,WNBA,DAL,CON,,,,,0.333,3.0,1.0,1.0,,,,5.333333333333333,,-5.0,2.0,,,
WNBA_202205310LAS,2022-05-31,2022,1,WNBA,DAL,LAS,,,,,1.0,1.0,1.0,2.0,,,,3.6333333333333333,1.0,-3.0,2.0,1.0,,
