game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_AVIATORS,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_AVIATORS,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-18-SD-LA,2022-06-18,2022,4,,SD,LA,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-02-LA-COL,2022-07-02,2022,6,,LA,COL,1.0,0.0,,,0.0,0.0,,,1.0,26.0,5.0
2022-07-16-COL-LA,2022-07-16,2022,8,AUDL,summit,aviators,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-22-LA-SLC,2022-07-22,2022,9,AUDL,aviators,shred,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-23-LA-OAK,2022-07-23,2022,9,AUDL,aviators,spiders,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-29-OAK-LA,2022-07-29,2022,10,AUDL,spiders,aviators,0.0,0.0,,,0.0,0.0,,,0.0,24.0,23.0
2023-06-09-LA-POR,2023-06-09,2023,7,AUDL,LA AVIATORS,PORTLAND NITRO,1.0,,3.0,2.0,,1.0,,2.0,1.0,24.0,9.0
2023-06-10-LA-SEA,2023-06-10,2023,7,AUDL,LA AVIATORS,SEATTLE CASCADES,,,,,1.0,,1.0,,,,
2023-07-21-OAK-LA,2023-07-21,2023,13,AUDL,OAKLAND SPIDERS,LA AVIATORS,,,1.0,1.0,,,,1.0,,-4.0,7.0
