game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,3.0,,,8.0,4.0,,,,7.0,,,,,
NLL_2021_SEASON_TOTAL,,,1,,,,29.0,,,18.0,42.0,,,,71.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,36.0,,,17.0,35.0,,9.0,,71.0,15.0,6.0,2.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,37.0,,,16.0,18.0,,11.0,,55.0,11.0,3.0,,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,3.0,3.0,3.0,,1.0,3.0,,3.0,,,,,3.0,3.0
