game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140ATL,2021-05-14,2021,1,WNBA,CON,ATL,,,2.0,0.667,3.0,2.0,1.0,,2.0,,12.1,1.0,6.0,4.0,3.0,1.0,1.0
WNBA_202105160CON,2021-05-16,2021,1,WNBA,PHO,CON,,,2.0,1.0,2.0,2.0,1.0,,,,11.466666666666667,1.0,3.0,4.0,3.0,1.0,
WNBA_202105190CON,2021-05-19,2021,1,WNBA,IND,CON,,,,0.667,3.0,2.0,4.0,,,,11.5,1.0,-2.0,4.0,1.0,1.0,
WNBA_202105210PHO,2021-05-21,2021,1,WNBA,CON,PHO,,1.0,5.0,0.6,5.0,3.0,2.0,,2.0,,13.933333333333334,1.0,-1.0,6.0,6.0,,
WNBA_202105230LVA,2021-05-23,2021,1,WNBA,CON,LVA,1.0,1.0,1.0,,3.0,,4.0,,,,12.65,1.0,2.0,,2.0,,2.0
WNBA_202105250SEA,2021-05-25,2021,1,WNBA,CON,SEA,,2.0,3.0,,,,1.0,,,,7.533333333333333,,10.0,,3.0,,
WNBA_202105280CON,2021-05-28,2021,1,WNBA,WAS,CON,,,,,,,3.0,,,,2.0833333333333335,1.0,-8.0,,1.0,,1.0
WNBA_202105300MIN,2021-05-30,2021,1,WNBA,CON,MIN,,,4.0,,1.0,,2.0,,,,8.066666666666666,,-5.0,,4.0,,
WNBA_202106010CON,2021-06-01,2021,1,WNBA,LVA,CON,,,1.0,0.5,2.0,1.0,2.0,,,,6.633333333333333,,-15.0,2.0,1.0,,1.0
WNBA_202106050CON,2021-06-05,2021,1,WNBA,NYL,CON,,,2.0,,1.0,,1.0,,,,10.983333333333333,,,,2.0,1.0,1.0
WNBA_202106130CON,2021-06-13,2021,1,WNBA,SEA,CON,1.0,,2.0,,2.0,,1.0,,,,13.383333333333333,1.0,-6.0,,3.0,,1.0
