game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-wbbl-2023-11-12-1387208,2023-11-12,2023,1,WBBL,Melbourne Stars,Melbourne Renegades,1.0,0.0,0.0,2.0,0.0,0.0,,,1.0
cricket-wbbl-2023-11-17-1387214,2023-11-17,2023,1,WBBL,Melbourne Renegades,Brisbane Heat,35.0,3.0,0.0,1.0,42.0,1.0,1.0,,1.0
cricket-wbbl-2023-11-19-1387217,2023-11-19,2023,1,WBBL,Melbourne Renegades,Hobart Hurricanes,6.0,0.0,0.0,2.0,2.0,0.0,,,1.0
cricket-wbbl-2023-11-23-1387222,2023-11-23,2023,1,WBBL,Hobart Hurricanes,Melbourne Renegades,19.0,8.0,1.0,7.0,40.0,0.0,,,1.0
cricket-wbbl-2023-11-25-1387225,2023-11-25,2023,1,WBBL,Melbourne Stars,Melbourne Renegades,6.0,1.0,0.0,2.0,5.0,0.0,1.0,,1.0
cricket-wbbl-2024-10-27-1442647,2024-10-27,2024,1,WBBL,Melbourne Renegades,Sydney Sixers,16.0,2.0,0.0,1.0,19.0,0.0,,,1.0
cricket-wbbl-2024-10-30-1442651,2024-10-30,2024,1,WBBL,Brisbane Heat,Melbourne Renegades,12.0,0.0,0.0,7.0,5.0,0.0,1.0,,1.0
cricket-wbbl-2024-11-02-1442656,2024-11-02,2024,1,WBBL,Perth Scorchers,Melbourne Renegades,8.0,1.0,0.0,4.0,9.0,0.0,1.0,,1.0
cricket-wbbl-2024-11-03-1442658,2024-11-03,2024,1,WBBL,Adelaide Strikers,Melbourne Renegades,14.0,1.0,0.0,4.0,11.0,0.0,,1.0,1.0
cricket-wbbl-2024-11-07-1442662,2024-11-07,2024,1,WBBL,Perth Scorchers,Melbourne Renegades,,,,,,,1.0,,1.0
cricket-wbbl-2025-11-20-1494541,2025-11-20,2025,1,WBBL,Melbourne Renegades,Hobart Hurricanes,7.0,2.0,0.0,2.0,10.0,0.0,1.0,,1.0
cricket-wbbl-2025-11-23-1494546,2025-11-23,2025,1,WBBL,Sydney Thunder,Melbourne Renegades,22.0,1.0,0.0,1.0,8.0,0.0,1.0,,1.0
cricket-wbbl-2025-11-27-1494550,2025-11-27,2025,1,WBBL,Melbourne Renegades,Perth Scorchers,12.0,2.0,0.0,2.0,10.0,0.0,,,1.0
