game_id,date,season,week,league,away,home,punt_avg,punt_long,punt_yards,punts,punts_blocked,punts_in20,rush_attempts
FOOTBALL_XFL_2020_2_9_TB@NY,2020-02-09,2020,1,XFL,TB,NY,38.3,39.0,115.0,3.0,8.0,2.0,
FOOTBALL_XFL_2020_2_15_TB@SEA,2020-02-15,2020,2,XFL,TB,SEA,41.3,55.0,124.0,3.0,6.0,2.0,1.0
FOOTBALL_XFL_2020_2_22_HOU@TB,2020-02-22,2020,3,XFL,HOU,TB,45.5,67.0,182.0,4.0,15.0,3.0,
FOOTBALL_XFL_2020_3_1_DC@TB,2020-03-01,2020,4,XFL,DC,TB,51.0,51.0,51.0,1.0,,,
FOOTBALL_XFL_2020_3_8_TB@LA,2020-03-08,2020,5,XFL,TB,LA,40.5,56.0,162.0,4.0,15.0,2.0,
