game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2015-pzeQZ6xQKw,,2015,1,MLS,,,0.0,-0.7058,15.6271,-1.0963,2.0,0.118,2.0,7.0,872.0,0.6096,228.0,-14.8414,-6.5094,1.1951,18.0,7.0,0.7058,1.882,-0.0797,2.5878,0.6747,1.229
soccer-mls-2016-pzeQZ6xQKw,,2016,1,MLS,,,1.0,-0.8751,13.544,-0.918,6.0,0.2196,7.0,18.0,2010.0,0.7166,434.0,-10.397,-2.3956,2.6396,55.0,23.0,1.8751,5.7804,-0.2026,7.6555,0.7405,3.352
soccer-mls-2017-pzeQZ6xQKw,,2017,1,MLS,,,3.0,1.0303,15.3034,-2.605,9.0,-0.181,12.0,11.0,2729.0,0.709,409.0,-15.1401,-3.7017,7.1096,56.0,28.0,1.9697,9.181,-1.1544,11.1507,0.7461,6.1957
soccer-mls-2018-mKAqBBmqbg,,2018,1,MLS,,,1.0,-0.0223,13.9767,-0.8723,2.0,-0.4988,3.0,4.0,758.0,0.696,125.0,-4.4506,-3.5605,2.0669,13.0,5.0,1.0223,2.4988,-0.7362,3.5211,0.7316,1.7726
soccer-mls-2018-pzeQZ6xQKw,,2018,1,MLS,,,1.0,0.4479,13.6006,-1.7359,7.0,0.3568,8.0,7.0,1453.0,0.7239,268.0,-5.1185,-1.9099,3.5456,48.0,19.0,0.5521,6.6432,-1.0472,7.1954,0.743,4.2062
soccer-mls-2019-mKAqBBmqbg,,2019,1,MLS,,,3.0,1.0628,16.0681,-1.9496,6.0,-0.9562,9.0,21.0,2201.0,0.7596,495.0,-4.595,-0.9283,3.2444,41.0,20.0,1.9372,6.9562,-0.6864,8.8934,0.7689,3.8471
soccer-mls-2020-vzqoOgNqap,,2020,1,MLS,,,1.0,0.4026,15.9175,-0.8801,1.0,-1.3546,2.0,7.0,786.0,0.7372,137.0,-0.9542,-0.6965,0.5857,18.0,5.0,0.5974,2.3546,-0.9793,2.952,0.7442,1.6612
soccer-mls-2021-pzeQZ6xQKw,,2021,1,MLS,,,0.0,0.0,15.7685,-1.227,5.0,3.0087,5.0,0.0,463.0,0.7037,81.0,-4.5862,-5.662,1.5751,14.0,9.0,0.0,1.9913,1.5403,1.9913,0.7603,0.6545
soccer-mls-2021-vzqoOgNqap,,2021,1,MLS,,,0.0,0.0,15.1546,0.9997,0.0,-0.585,0.0,0.0,207.0,0.6939,49.0,0.227,0.4633,0.0,10.0,5.0,0.0,0.585,0.0842,0.585,0.6892,0.4378
soccer-mls-2022-NWMWlBK5lz,,2022,1,MLS,,,2.0,0.8343,15.4251,-0.3903,0.0,-3.2864,2.0,8.0,1225.0,0.772,250.0,2.6634,1.0654,0.0,28.0,13.0,1.1657,3.2864,-1.3241,4.4521,0.7613,2.0357
soccer-mls-2023-NWMWlBK5lz,,2023,1,MLS,,,3.0,0.8523,14.6051,-2.4117,5.0,0.9658,8.0,14.0,1218.0,0.7932,237.0,4.2773,1.8048,2.5226,24.0,13.0,2.1477,4.0342,-0.7112,6.1819,0.7752,1.6801
soccer-mls-2024-EKXMeX3Q64,,2024,1,MLS,,,0.0,0.0,13.1876,-1.6109,1.0,-0.3422,1.0,0.0,349.0,0.72,75.0,-1.9145,-2.5526,0.2153,8.0,3.0,0.0,1.3422,-0.0363,1.3422,0.7455,0.7596
soccer-mls-2025-EKXMeX3Q64,,2025,1,MLS,,,0.0,-0.2525,14.9511,-0.2362,1.0,-1.723,1.0,5.0,866.0,0.6608,171.0,-9.0218,-5.2759,0.013,16.0,7.0,0.2525,2.723,-1.2267,2.9755,0.7136,1.0732
soccer-uslc-2026-NWMWllL5lz,,2026,1,USLC,,,0.0,0.0,10.2645,3.22,0.0,0.0,0.0,0.0,36.0,0.5714,7.0,0.0002,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714,0.0
