game_id,date,season,week,league,away,home,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2022_W1_TB,,2022,1,USFL,,,,,0.0,8.0,1.0,0.0,17.0
SYNTHETIC_USFL_2022_W2_TB,,2022,2,USFL,,,,,0.0,-1.0,2.0,0.0,27.0
SYNTHETIC_USFL_2022_W3_TB,,2022,3,USFL,,,,,,,,1.0,65.0
SYNTHETIC_USFL_2022_W4_TB,,2022,4,USFL,,,,,0.0,0.0,0.0,0.0,1.0
SYNTHETIC_USFL_2022_W5_TB,,2022,5,USFL,,,,0.0,0.0,0.0,0.0,2.0,48.0
SYNTHETIC_USFL_2022_W6_TB,,2022,6,USFL,,,,,0.0,41.0,3.0,0.0,21.0
SYNTHETIC_USFL_2022_W7_TB,,2022,7,USFL,,,,,0.0,11.0,2.0,0.0,41.0
SYNTHETIC_USFL_2022_W8_TB,,2022,8,USFL,,,,,0.0,0.0,0.0,0.0,60.0
SYNTHETIC_USFL_2022_W9_TB,,2022,9,USFL,,,,,0.0,7.0,1.0,0.0,9.0
SYNTHETIC_USFL_2022_W10_TB,,2022,10,USFL,,,,,0.0,4.0,1.0,0.0,12.0
SYNTHETIC_USFL_2023_W4_SHOWBOATS,2023-05-06,2023,4,USFL,PANTHERS,SHOWBOATS,,,0.0,3.0,1.0,0.0,10.0
SYNTHETIC_USFL_2023_W5_SHOWBOATS,2023-05-14,2023,5,USFL,BREAKERS,SHOWBOATS,1.0,,,,,0.0,2.0
SYNTHETIC_USFL_2023_W6_SHOWBOATS,2023-05-20,2023,6,USFL,SHOWBOATS,MAULERS,,,,,,,71.0
SYNTHETIC_USFL_2023_W7_SHOWBOATS,2023-05-28,2023,7,USFL,SHOWBOATS,GAMBLERS,,,0.0,3.0,1.0,0.0,34.0
SYNTHETIC_USFL_2023_W8_SHOWBOATS,2023-06-04,2023,8,USFL,GENERALS,SHOWBOATS,,,,,,0.0,11.0
SYNTHETIC_USFL_2023_W9_SHOWBOATS,2023-06-10,2023,9,USFL,SHOWBOATS,BREAKERS,,1.0,0.0,34.0,6.0,0.0,40.0
SYNTHETIC_USFL_2023_W10_SHOWBOATS,2023-06-17,2023,10,USFL,SHOWBOATS,STALLIONS,,,0.0,5.0,1.0,0.0,5.0
