game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2023_SEASON_TOTAL,,,1,,,,16.0,,,18.0,19.0,,8.0,,35.0,5.0,2.0,1.0,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,3.0,3.0,3.0,,2.0,3.0,,3.0,,,,,3.0,3.0
