game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-odi-2006-12-01-259391,2006-12-01,2006,1,ODI,Canada,Netherlands,40.0,1.0,0.0,1.0,9.0,0.0,,1.0
cricket-odi-2008-07-29-325579,2008-07-29,2008,1,ODI,Netherlands,Scotland,15.0,1.0,0.0,3.0,8.0,0.0,,1.0
cricket-t20i-2008-08-04-361531,2008-08-04,2008,1,T20I,Netherlands,Scotland,28.0,3.0,0.0,3.0,24.0,0.0,,1.0
cricket-t20i-2009-06-05-355991,2009-06-05,2009,1,T20I,England,Netherlands,30.0,6.0,0.0,4.0,49.0,1.0,,1.0
cricket-t20i-2009-06-09-355999,2009-06-09,2009,1,T20I,Netherlands,Pakistan,7.0,0.0,0.0,6.0,4.0,0.0,1.0,1.0
cricket-t20i-2010-02-09-439497,2010-02-09,2010,1,T20I,Canada,Netherlands,,,,,,,2.0,1.0
cricket-odi-2011-02-22-433562,2011-02-22,2011,1,ODI,England,Netherlands,31.0,3.0,0.0,6.0,28.0,0.0,,1.0
cricket-odi-2011-02-28-433569,2011-02-28,2011,1,ODI,Netherlands,West Indies,5.0,0.0,0.0,6.0,1.0,0.0,,1.0
cricket-odi-2011-03-03-433573,2011-03-03,2011,1,ODI,Netherlands,South Africa,26.0,0.0,0.0,6.0,12.0,0.0,,1.0
cricket-odi-2011-03-09-433582,2011-03-09,2011,1,ODI,India,Netherlands,11.0,0.0,0.0,7.0,5.0,0.0,,1.0
cricket-odi-2011-03-14-433590,2011-03-14,2011,1,ODI,Bangladesh,Netherlands,15.0,0.0,0.0,7.0,4.0,0.0,,1.0
cricket-odi-2011-06-29-504779,2011-06-29,2011,1,ODI,Scotland,Netherlands,5.0,0.0,0.0,6.0,3.0,0.0,,1.0
cricket-t20i-2012-03-13-546410,2012-03-13,2012,1,T20I,Canada,Netherlands,8.0,0.0,1.0,8.0,8.0,0.0,,1.0
cricket-t20i-2012-03-23-546470,2012-03-23,2012,1,T20I,Ireland,Netherlands,3.0,0.0,1.0,8.0,2.0,0.0,,1.0
cricket-t20i-2012-07-25-567205,2012-07-25,2012,1,T20I,Netherlands,Bangladesh,18.0,2.0,0.0,6.0,22.0,0.0,,1.0
cricket-t20i-2012-07-26-573672,2012-07-26,2012,1,T20I,Netherlands,Bangladesh,10.0,1.0,0.0,5.0,7.0,0.0,,1.0
cricket-t20i-2013-04-19-630951,2013-04-19,2013,1,T20I,Kenya,Netherlands,1.0,0.0,0.0,5.0,1.0,0.0,,1.0
cricket-t20i-2013-04-20-592276,2013-04-20,2013,1,T20I,Kenya,Netherlands,24.0,2.0,0.0,6.0,19.0,0.0,,1.0
