game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2024-03-05-1422807,2024-03-05,2024,1,T20I,Vanuatu,Tanzania,,,,,,,24.0,0.0,0.0,44.0,3.0,1.0,,1.0
cricket-t20i-2024-03-06-1422810,2024-03-06,2024,1,T20I,Malaysia,Vanuatu,,,,,,,18.0,0.0,0.0,22.0,0.0,0.0,,1.0
cricket-t20i-2024-03-07-1422812,2024-03-07,2024,1,T20I,Vanuatu,Kuwait,,,,,,,18.0,0.0,0.0,28.0,0.0,1.0,,1.0
cricket-t20i-2024-03-10-1422815,2024-03-10,2024,1,T20I,Bahrain,Vanuatu,6.0,0.0,1.0,11.0,4.0,0.0,18.0,0.0,0.0,31.0,1.0,0.0,,1.0
cricket-t20i-2024-03-11-1422817,2024-03-11,2024,1,T20I,Vanuatu,Kuwait,3.0,0.0,1.0,9.0,1.0,0.0,12.0,0.0,0.0,17.0,0.0,0.0,,1.0
cricket-t20i-2024-08-17-1444952,2024-08-17,2024,1,T20I,Vanuatu,Cook Islands,19.0,2.0,1.0,6.0,34.0,3.0,24.0,0.0,0.0,30.0,0.0,0.0,,1.0
cricket-t20i-2024-08-19-1444955,2024-08-19,2024,1,T20I,Vanuatu,Fiji,,,,,,,18.0,0.0,0.0,30.0,1.0,0.0,,1.0
cricket-t20i-2024-08-20-1444956,2024-08-20,2024,1,T20I,Samoa,Vanuatu,11.0,0.0,0.0,7.0,21.0,3.0,24.0,0.0,0.0,11.0,3.0,1.0,,1.0
cricket-t20i-2024-08-21-1444959,2024-08-21,2024,1,T20I,Vanuatu,Cook Islands,9.0,0.0,0.0,9.0,3.0,0.0,24.0,0.0,0.0,21.0,1.0,0.0,,1.0
cricket-t20i-2024-08-23-1444960,2024-08-23,2024,1,T20I,Vanuatu,Fiji,,,,,,,12.0,0.0,0.0,24.0,0.0,1.0,,1.0
cricket-t20i-2024-08-24-1444963,2024-08-24,2024,1,T20I,Samoa,Vanuatu,6.0,0.0,0.0,9.0,5.0,0.0,24.0,0.0,0.0,31.0,0.0,0.0,1.0,1.0
