game_id,date,season,week,league,away,home,assists,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,1.0,3.0,2.0,,1.0,,2.0,1.0,24.0,9.0
2023-06-10-LA-SEA,2023-06-10,2023,7,,LA,SEA,,,,1.0,,1.0,,,,
2023-07-21-OAK-LA,2023-07-21,2023,13,,OAK,LA,,1.0,1.0,,,,1.0,,-4.0,7.0
