game_id,date,season,week,league,away,home,blocks,callahans,catches,completions,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-10-CHI-IND,2023-06-10,2023,7,,CHI,IND,,,,,,6.0,,,,
2023-06-23-DET-CHI,2023-06-23,2023,9,,DET,CHI,1.0,,3.0,2.0,,9.0,3.0,1.0,36.0,-3.0
2023-06-24-CHI-DET,2023-06-24,2023,9,,CHI,DET,,1.0,,,1.0,,,,,
2023-07-07-CHI-PIT,2023-07-07,2023,11,,CHI,PIT,,,,,,7.0,,,,
2023-07-08-PIT-CHI,2023-07-08,2023,11,,PIT,CHI,,,1.0,1.0,,,1.0,,2.0,1.0
2023-07-15-CHI-MIN,2023-07-15,2023,12,,CHI,MIN,1.0,,3.0,2.0,1.0,5.0,3.0,1.0,18.0,2.0
