game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_HUSTLE,,,2,AUDL,,,0.0,1.0,,,0.0,0.0,,,,1.0,123.0,17.0
SYNTHETIC_AUDL_W3_HUSTLE,,,3,AUDL,,,1.0,0.0,,,0.0,3.0,,,,2.0,207.0,74.0
2022-06-17-CAR-ATL,2022-06-17,2022,4,,CAR,ATL,0.0,0.0,,,0.0,1.0,,,,2.0,77.0,27.0
2022-07-02-ATL-CAR,2022-07-02,2022,6,,ATL,CAR,0.0,0.0,,,0.0,0.0,,,,2.0,44.0,-16.0
2022-07-08-ATL-DAL,2022-07-08,2022,7,AUDL,hustle,legion,0.0,2.0,,,0.0,0.0,,,,1.0,54.0,-9.0
2022-07-09-ATL-ATX,2022-07-09,2022,7,AUDL,hustle,sol,0.0,1.0,,,0.0,1.0,,,,0.0,8.0,8.0
2022-07-16-ATL-TB,2022-07-16,2022,8,AUDL,hustle,cannons,2.0,1.0,,,0.0,0.0,,,,0.0,72.0,107.0
2022-07-22-DAL-ATL,2022-07-22,2022,9,AUDL,legion,hustle,2.0,2.0,,,0.0,2.0,,,,0.0,159.0,43.0
2022-07-30-IND-ATL,2022-07-30,2022,10,AUDL,alleycats,hustle,1.0,0.0,,,0.0,0.0,,,,0.0,133.0,61.0
2023-04-29-IND-ATL,2023-04-29,2023,1,AUDL,INDIANAPOLIS ALLEYCATS,ATLANTA HUSTLE,1.0,,4.0,4.0,,1.0,,,4.0,,32.0,14.0
2023-05-05-CAR-ATL,2023-05-05,2023,2,AUDL,CAROLINA FLYERS,ATLANTA HUSTLE,,1.0,,1.0,,,,,1.0,,,4.0
2023-05-12-ATX-ATL,2023-05-12,2023,3,AUDL,AUSTIN SOL,ATLANTA HUSTLE,,1.0,2.0,3.0,,,,,3.0,,27.0,1.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,AUDL,ATLANTA HUSTLE,CAROLINA FLYERS,,,2.0,2.0,,,,,2.0,,11.0,27.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,AUDL,ATLANTA HUSTLE,BOSTON GLORY,,2.0,1.0,14.0,,,2.0,1.0,1.0,,6.0,68.0
2023-06-10-ATL-NY,2023-06-10,2023,7,AUDL,ATLANTA HUSTLE,NEW YORK EMPIRE,,,,,,,,,,1.0,,
2023-06-23-ATL-HTX,2023-06-23,2023,9,AUDL,ATLANTA HUSTLE,HOUSTON HAVOC,,1.0,7.0,5.0,,2.0,1.0,,5.0,1.0,37.0,20.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,AUDL,ATLANTA HUSTLE,CAROLINA FLYERS,1.0,1.0,9.0,10.0,,,1.0,,10.0,,71.0,24.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,AUDL,CAROLINA FLYERS,ATLANTA HUSTLE,,1.0,6.0,7.0,,,1.0,,7.0,,26.0,-2.0
2024-04-27-ATL-CAR,2024-04-27,2024,1,UFA,hustle,flyers,0.0,0.0,,,0.0,0.0,,,,0.0,21.0,22.0
2024-05-04-NY-ATL,2024-05-04,2024,2,UFA,empire,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,-10.0,63.0
2024-05-11-ATL-CAR,2024-05-11,2024,3,UFA,hustle,flyers,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,4.0
2024-05-18-ATL-IND,2024-05-18,2024,4,UFA,hustle,alleycats,0.0,0.0,,,0.0,0.0,,,,0.0,17.0,47.0
2024-05-31-ATL-COL,2024-05-31,2024,6,UFA,hustle,summit,2.0,0.0,,,0.0,1.0,,,,0.0,57.0,79.0
2024-06-07-ATX-ATL,2024-06-07,2024,7,UFA,sol,hustle,0.0,2.0,,,0.0,1.0,,,,0.0,55.0,34.0
2024-06-14-HTX-ATL,2024-06-14,2024,8,UFA,havoc,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-22-CAR-ATL,2024-06-22,2024,9,UFA,flyers,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,38.0,21.0
2024-06-28-ATL-HTX,2024-06-28,2024,10,UFA,hustle,havoc,1.0,1.0,,,0.0,0.0,,,,0.0,4.0,89.0
2024-06-29-ATL-ATX,2024-06-29,2024,10,UFA,hustle,sol,0.0,0.0,,,0.0,1.0,,,,1.0,55.0,-3.0
2024-07-13-DAL-ATL,2024-07-13,2024,12,UFA,legion,hustle,0.0,2.0,,,0.0,1.0,,,,2.0,55.0,79.0
2024-07-20-CAR-ATL,2024-07-20,2024,13,UFA,flyers,hustle,1.0,0.0,,,0.0,0.0,,,,0.0,26.0,30.0
2025-04-26-SLC-ATL,2025-04-26,2025,1,UFA,shred,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,-7.0,-8.0
2025-05-09-ATL-SD,2025-05-09,2025,3,UFA,hustle,growlers,0.0,0.0,,,0.0,0.0,,,,1.0,-20.0,17.0
2025-05-10-ATL-LA,2025-05-10,2025,3,UFA,hustle,aviators,0.0,0.0,,,0.0,1.0,,,,0.0,35.0,9.0
2025-05-03-CAR-ATL,2025-05-17,2025,4,UFA,flyers,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,10.0,31.0
2025-05-17-CAR-ATL,2025-05-17,2025,4,UFA,flyers,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,-9.0,95.0
2025-05-24-SD-ATL,2025-05-24,2025,5,UFA,growlers,hustle,0.0,0.0,,,0.0,0.0,,,,0.0,2.0,40.0
2025-05-30-ATL-MIN,2025-05-30,2025,6,UFA,hustle,windchill,0.0,0.0,,,0.0,0.0,,,,0.0,-7.0,2.0
