game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,plus_minus,points,rebounds,steals,turnovers
WNBA_202105150WAS,2021-05-15,2021,1,WNBA,CHI,WAS,3.0,1.0,0.5,2.0,1.0,0.333,3.0,1.0,2.0,,,,11.55,-2.0,3.0,1.0,2.0,
WNBA_202105190ATL,2021-05-19,2021,1,WNBA,CHI,ATL,1.0,1.0,,,,,1.0,,,0.5,2.0,1.0,10.85,-4.0,1.0,1.0,,4.0
