game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2019-a2lqR4JMr0,,2019,1,MLS,,,0.0,0.0,13.3317,-1.6583,0.0,0.0,0.0,0.0,113.0,0.697,33.0,-2.1249,-6.4392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614,0.0
soccer-uslc-2019-BLMv6m3Mxe,,2019,1,USLC,,,4.0,2.7368,20.5051,0.4861,3.0,0.7647,7.0,15.0,1613.0,0.7779,743.0,-13.0847,-1.7611,2.6116,18.0,6.0,1.2632,2.2353,-0.1864,3.4986,0.7955,2.2414
soccer-mls-2020-a2lqR4JMr0,,2020,1,MLS,,,0.0,-0.3963,18.5995,2.3665,0.0,-0.0186,0.0,2.0,273.0,0.7154,130.0,-5.6792,-4.3686,0.0,1.0,0.0,0.3963,0.0186,-0.0186,0.4149,0.7591,0.0133
soccer-uslc-2021-NWMWllL5lz,,2021,1,USLC,,,1.0,-0.5545,21.241,6.6963,2.0,-0.3994,3.0,22.0,1895.0,0.7885,1026.0,17.2529,1.6816,0.3618,24.0,5.0,1.5545,2.3994,-0.5823,3.9539,0.7717,0.8959
soccer-mls-2022-a2lqR4JMr0,,2022,1,MLS,,,0.0,-0.5759,20.8425,4.8543,2.0,1.6841,2.0,4.0,1008.0,0.669,432.0,-29.196,-6.7583,0.437,7.0,3.0,0.5759,0.3159,0.3649,0.8919,0.7366,0.1692
soccer-mlsnp-2022-BLMv6m3Mxe,,2022,1,MLSNP,,,0.0,-0.0193,23.069,-2.697,1.0,0.9613,1.0,1.0,89.0,0.7963,54.0,-0.1566,-0.2901,0.5709,1.0,1.0,0.0193,0.0387,0.0995,0.0581,0.7992,0.0221
soccer-mls-2023-YgOMngl5wN,,2023,1,MLS,,,0.0,-0.1341,21.3272,2.3941,1.0,0.6197,1.0,4.0,441.0,0.7977,257.0,-1.779,-0.6922,1.0004,3.0,2.0,0.1341,0.3803,0.3378,0.5144,0.8046,0.349
soccer-mls-2024-YgOMngl5wN,,2024,1,MLS,,,0.0,-0.3016,21.5289,4.0213,0.0,-0.8872,0.0,7.0,536.0,0.7317,369.0,-13.1139,-3.5539,0.0,7.0,3.0,0.3016,0.8872,-0.548,1.1888,0.7672,1.1535
soccer-mlsnp-2024-gOMnJnOMwN,,2024,1,MLSNP,,,0.0,-0.5315,21.6896,2.422,0.0,-0.1928,0.0,3.0,314.0,0.7294,170.0,-6.8343,-4.0202,0.0,3.0,0.0,0.5315,0.1928,-0.1928,0.7243,0.7696,0.2118
soccer-mls-2025-vzqoOgNqap,,2025,1,MLS,,,0.0,0.0,16.1143,6.1226,0.0,-0.0285,0.0,0.0,44.0,0.9524,21.0,1.7838,8.4943,0.0,1.0,1.0,0.0,0.0285,0.0272,0.0285,0.8674,0.0
