game_id,date,season,week,league,away,home,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,4.0,2.0,1.0,13.0,15.0,,1.0,1.0,1.0,2.0,18.0,3.0,107.0,152.0
2023-05-13-PHI-BOS,2023-05-13,2023,3,,PHI,BOS,,2.0,,8.0,8.0,,2.0,1.0,,4.0,10.0,2.0,44.0,38.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,,BOS,MTL,2.0,1.0,,14.0,17.0,,,2.0,,1.0,18.0,1.0,56.0,129.0
2023-06-02-NY-BOS,2023-06-02,2023,6,,NY,BOS,,1.0,,3.0,1.0,,1.0,,,,1.0,,25.0,-6.0
2023-06-09-ATL-BOS,2023-06-09,2023,7,,ATL,BOS,3.0,,,8.0,12.0,,1.0,,3.0,7.0,15.0,,26.0,210.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,,BOS,MTL,,,,,,,,,,,,4.0,,
2023-06-16-BOS-NY,2023-06-16,2023,8,,BOS,NY,1.0,,,7.0,7.0,,,1.0,,,8.0,1.0,45.0,11.0
2023-06-24-DC-BOS,2023-06-24,2023,9,,DC,BOS,1.0,2.0,,5.0,4.0,,1.0,,,7.0,5.0,1.0,87.0,34.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,2.0,,,8.0,8.0,1.0,,2.0,1.0,3.0,8.0,,106.0,73.0
2023-07-07-BOS-PHI,2023-07-07,2023,11,,BOS,PHI,1.0,,,10.0,12.0,,0.0,,1.0,11.0,12.0,,-2.0,93.0
2023-07-08-BOS-DC,2023-07-08,2023,11,,BOS,DC,,1.0,,,,,,,,,,,,
2023-07-21-MTL-BOS,2023-07-21,2023,13,,MTL,BOS,4.0,,,16.0,18.0,,,2.0,2.0,,19.0,1.0,121.0,191.0
