game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2017-2vQ14GKqrA,,2017,1,USLC,,,3.0,-1.1829,17.6664,0.5392,2.0,-0.8894,5.0,34.0,1701.0,0.7555,728.0,-10.7684,-1.4792,1.1718,25.0,10.0,4.1829,2.8894,-0.5222,7.0723,0.7703,1.6403
soccer-uslc-2018-2vQ14GKqrA,,2018,1,USLC,,,4.0,0.2379,19.2919,2.7767,3.0,-0.2883,7.0,48.0,2728.0,0.7708,1108.0,-11.5457,-1.042,1.1713,45.0,16.0,3.7621,3.2883,0.401,7.0505,0.7812,1.3936
soccer-mls-2019-Z2vQ1xlqrA,,2019,1,MLS,,,0.0,0.0,15.7319,1.6889,0.0,-0.0169,0.0,0.0,107.0,0.7895,19.0,1.5619,8.2206,0.0,1.0,0.0,0.0,0.0169,-0.0169,0.0169,0.7073,0.0045
soccer-uslc-2019-2vQ14GKqrA,,2019,1,USLC,,,5.0,1.7033,19.5564,2.3389,8.0,4.0253,13.0,45.0,2770.0,0.7824,1057.0,-13.5816,-1.2849,5.38,56.0,22.0,3.2967,3.9747,1.4208,7.2714,0.7953,2.4549
soccer-mls-2020-Z2vQ1xlqrA,,2020,1,MLS,,,0.0,-0.4156,18.4598,4.2356,0.0,-0.7414,0.0,2.0,942.0,0.7523,218.0,-4.7119,-2.1614,0.0,8.0,0.0,0.4156,0.7414,-0.7414,1.157,0.7739,0.6511
soccer-uslc-2020-2vQ14GKqrA,,2020,1,USLC,,,0.0,-0.1098,13.5854,-1.0028,0.0,-0.0294,0.0,3.0,96.0,0.9111,45.0,3.318,7.3733,0.0,2.0,1.0,0.1098,0.0294,-0.0139,0.1393,0.8374,0.0287
soccer-mls-2021-Z2vQ1xlqrA,,2021,1,MLS,,,2.0,1.6995,16.0937,0.5196,1.0,-0.4349,3.0,5.0,457.0,0.8618,152.0,3.5778,2.3538,0.0165,14.0,3.0,0.3005,1.4349,-0.3884,1.7354,0.8383,0.9234
soccer-uslc-2021-2vQ14GKqrA,,2021,1,USLC,,,1.0,0.4429,25.1336,5.437,0.0,-0.118,1.0,2.0,142.0,0.8267,75.0,1.9067,2.5423,0.0,2.0,1.0,0.5571,0.118,-0.0677,0.6752,0.8012,0.0781
soccer-mls-2022-Z2vQ1xlqrA,,2022,1,MLS,,,3.0,0.1414,18.3308,1.6902,2.0,-0.1463,5.0,30.0,1959.0,0.7496,575.0,-11.758,-2.0449,0.9757,34.0,7.0,2.8586,2.1463,-1.4018,5.0049,0.77,1.5332
soccer-mlsnp-2022-2vQ14GKqrA,,2022,1,MLSNP,,,0.0,0.0,19.9582,-1.5248,0.0,-0.0171,0.0,0.0,83.0,0.6333,30.0,-4.0647,-13.5489,0.0,1.0,0.0,0.0,0.0171,-0.0171,0.0171,0.7688,0.0107
soccer-mls-2023-Z2vQ1xlqrA,,2023,1,MLS,,,0.0,-0.3442,18.6382,4.0054,1.0,0.1264,1.0,3.0,379.0,0.7297,111.0,0.4047,0.3646,0.0002,7.0,3.0,0.3442,0.8736,0.169,1.2177,0.7261,0.2616
soccer-mlsnp-2023-2vQ14GKqrA,,2023,1,MLSNP,,,3.0,1.7126,20.9777,2.1801,2.0,0.4438,5.0,15.0,688.0,0.7707,266.0,3.0676,1.1532,0.0455,13.0,3.0,1.2874,1.5562,-0.532,2.8435,0.7591,0.8124
soccer-mls-2024-Z2vQ1xlqrA,,2024,1,MLS,,,0.0,-0.1133,18.2541,0.985,0.0,-0.2281,0.0,3.0,446.0,0.8113,159.0,-2.8725,-1.8066,0.0,3.0,0.0,0.1133,0.2281,-0.2281,0.3413,0.8294,0.1741
soccer-mlsnp-2024-2vQ14GKqrA,,2024,1,MLSNP,,,1.0,0.5789,22.3651,2.5798,0.0,-0.3246,1.0,4.0,78.0,0.8182,22.0,2.1724,9.8745,0.0,5.0,1.0,0.4211,0.3246,-0.2418,0.7456,0.7194,0.1076
