game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140LAS,2021-05-14,2021,1,WNBA,DAL,LAS,2.0,,0.5,4.0,2.0,0.667,6.0,4.0,1.0,0.5,2.0,1.0,24.183333333333334,,-10.0,11.0,,1.0,3.0
WNBA_202105210LVA,2021-05-21,2021,1,WNBA,LAS,LVA,5.0,2.0,0.333,3.0,1.0,0.5,6.0,3.0,4.0,1.0,2.0,2.0,18.233333333333334,,-9.0,9.0,2.0,,2.0
WNBA_202105280CHI,2021-05-28,2021,1,WNBA,LAS,CHI,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,22.0,,8.0,5.0,1.0,,1.0
WNBA_202105300CHI,2021-05-30,2021,1,WNBA,LAS,CHI,5.0,1.0,,2.0,,,3.0,,1.0,,,,27.3,,-5.0,,1.0,1.0,1.0
WNBA_202106010DAL,2021-06-01,2021,1,WNBA,LAS,DAL,2.0,,0.8,5.0,4.0,0.833,6.0,5.0,4.0,,,,26.383333333333333,,-5.0,14.0,,1.0,2.0
WNBA_202106030LAS,2021-06-03,2021,1,WNBA,IND,LAS,,2.0,0.429,7.0,3.0,0.667,12.0,8.0,2.0,1.0,3.0,3.0,27.683333333333334,,25.0,22.0,2.0,,2.0
WNBA_202106050LAS,2021-06-05,2021,1,WNBA,CHI,LAS,2.0,,0.5,2.0,1.0,0.25,8.0,2.0,4.0,,,,29.2,2.0,12.0,5.0,2.0,,2.0
WNBA_202106100WAS,2021-06-10,2021,1,WNBA,LAS,WAS,3.0,2.0,0.333,3.0,1.0,0.25,4.0,1.0,1.0,,,,24.016666666666666,,-17.0,3.0,2.0,,1.0
WNBA_202106120MIN,2021-06-12,2021,1,WNBA,LAS,MIN,5.0,,0.333,6.0,2.0,0.278,18.0,5.0,3.0,1.0,1.0,1.0,33.1,,-8.0,13.0,,1.0,3.0
WNBA_202106160LAS,2021-06-16,2021,1,WNBA,PHO,LAS,,,0.333,6.0,2.0,0.5,14.0,7.0,3.0,1.0,1.0,1.0,29.35,2.0,-7.0,17.0,2.0,,
WNBA_202106180LAS,2021-06-18,2021,1,WNBA,PHO,LAS,2.0,1.0,,2.0,,0.3,10.0,3.0,1.0,1.0,2.0,2.0,28.583333333333332,,-14.0,8.0,1.0,3.0,1.0
WNBA_202106200LAS,2021-06-20,2021,1,WNBA,NYL,LAS,2.0,2.0,0.25,12.0,3.0,0.353,17.0,6.0,3.0,,,,35.016666666666666,2.0,-7.0,15.0,4.0,1.0,3.0
WNBA_202106240LAS,2021-06-24,2021,1,WNBA,WAS,LAS,3.0,1.0,0.5,2.0,1.0,0.5,4.0,2.0,,,1.0,,23.95,,-5.0,5.0,1.0,1.0,4.0
WNBA_202108150LAS,2021-08-15,2021,1,WNBA,IND,LAS,6.0,,,4.0,,0.222,9.0,2.0,3.0,,,,28.05,,11.0,4.0,,1.0,
WNBA_202108170LAS,2021-08-17,2021,1,WNBA,ATL,LAS,3.0,1.0,0.125,8.0,1.0,0.267,15.0,4.0,1.0,1.0,2.0,2.0,38.666666666666664,1.0,,11.0,2.0,2.0,1.0
WNBA_202108190LAS,2021-08-19,2021,1,WNBA,ATL,LAS,5.0,4.0,0.667,3.0,2.0,0.8,5.0,4.0,3.0,,,,32.583333333333336,,10.0,10.0,4.0,,3.0
WNBA_202108220NYL,2021-08-22,2021,1,WNBA,LAS,NYL,3.0,1.0,0.375,8.0,3.0,0.4,15.0,6.0,,0.5,2.0,1.0,27.65,1.0,-5.0,16.0,2.0,,
WNBA_202108240WAS,2021-08-24,2021,1,WNBA,LAS,WAS,3.0,1.0,0.2,5.0,1.0,0.429,7.0,3.0,1.0,,,,22.85,1.0,-18.0,7.0,2.0,1.0,
WNBA_202108260CON,2021-08-26,2021,1,WNBA,LAS,CON,2.0,,1.0,1.0,1.0,0.5,2.0,1.0,,,,,25.866666666666667,,-18.0,3.0,,1.0,3.0
WNBA_202206190DAL,2022-06-19,2022,1,WNBA,LAS,DAL,3.0,,0.5,2.0,1.0,0.5,2.0,1.0,2.0,,,,15.25,,-9.0,3.0,,,1.0
WNBA_202206210LAS,2022-06-21,2022,1,WNBA,WAS,LAS,5.0,,0.5,2.0,1.0,0.25,4.0,1.0,,1.0,3.0,3.0,25.75,,4.0,6.0,,,5.0
WNBA_202206230LAS,2022-06-23,2022,1,WNBA,CHI,LAS,6.0,3.0,0.333,3.0,1.0,0.2,5.0,1.0,1.0,,,,25.65,,-18.0,3.0,3.0,,1.0
WNBA_202206250SEA,2022-06-25,2022,1,WNBA,LAS,SEA,2.0,1.0,0.5,4.0,2.0,0.5,6.0,3.0,,0.75,4.0,3.0,29.133333333333333,,-1.0,11.0,1.0,2.0,3.0
WNBA_202206270LAS,2022-06-27,2022,1,WNBA,LVA,LAS,5.0,1.0,0.25,4.0,1.0,0.25,4.0,1.0,4.0,,,,21.95,,-9.0,3.0,1.0,1.0,4.0
WNBA_202207010DAL,2022-07-01,2022,1,WNBA,LAS,DAL,7.0,,0.4,5.0,2.0,0.5,6.0,3.0,2.0,1.0,3.0,3.0,26.466666666666665,,13.0,11.0,,1.0,1.0
WNBA_202207030LAS,2022-07-03,2022,1,WNBA,NYL,LAS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,6.833333333333333,,1.0,3.0,1.0,,2.0
WNBA_202207120LAS,2022-07-12,2022,1,WNBA,WAS,LAS,2.0,,0.75,4.0,3.0,0.571,7.0,4.0,3.0,0.5,2.0,1.0,22.1,,-11.0,12.0,,,3.0
WNBA_202207140LAS,2022-07-14,2022,1,WNBA,CHI,LAS,1.0,,,1.0,,,1.0,,,,,,9.566666666666666,,-1.0,,,,1.0
WNBA_202207280PHO,2022-07-28,2022,1,WNBA,LAS,PHO,2.0,2.0,,6.0,,0.3,10.0,3.0,2.0,1.0,4.0,4.0,26.983333333333334,,-13.0,10.0,2.0,,4.0
WNBA_202207310LAS,2022-07-31,2022,1,WNBA,MIN,LAS,,,0.25,4.0,1.0,0.2,5.0,1.0,,,,,8.416666666666666,,-11.0,3.0,,,
WNBA_202305190WAS,2023-05-19,2023,1,WNBA,NYL,WAS,1.0,1.0,0.5,4.0,2.0,0.571,7.0,4.0,,,,,12.4,,10.0,10.0,1.0,1.0,
WNBA_202305210CON,2023-05-21,2023,1,WNBA,WAS,CON,,,0.333,3.0,1.0,0.333,3.0,1.0,2.0,,,,9.633333333333333,,-4.0,3.0,,,1.0
WNBA_202305230WAS,2023-05-23,2023,1,WNBA,CON,WAS,,,,5.0,,,6.0,,1.0,0.5,2.0,1.0,11.583333333333334,,-13.0,1.0,,,2.0
WNBA_202305260CHI,2023-05-26,2023,1,WNBA,WAS,CHI,1.0,,1.0,1.0,1.0,0.333,3.0,1.0,2.0,1.0,1.0,1.0,11.683333333333334,,-2.0,4.0,,1.0,1.0
WNBA_202306020WAS,2023-06-02,2023,1,WNBA,DAL,WAS,1.0,2.0,,3.0,,,5.0,,,1.0,2.0,2.0,10.65,,-14.0,2.0,2.0,,
WNBA_202306090SEA,2023-06-09,2023,1,WNBA,WAS,SEA,1.0,1.0,0.333,3.0,1.0,0.2,5.0,1.0,2.0,,,,10.383333333333333,,-4.0,3.0,1.0,1.0,
WNBA_202306130IND,2023-06-13,2023,1,WNBA,WAS,IND,,,0.5,4.0,2.0,0.5,4.0,2.0,,,,,9.483333333333333,,-1.0,6.0,,,1.0
WNBA_202306160WAS,2023-06-16,2023,1,WNBA,PHO,WAS,3.0,1.0,0.5,4.0,2.0,0.5,4.0,2.0,1.0,,,,13.266666666666667,,2.0,6.0,1.0,,
WNBA_202308290WAS,2023-08-29,2023,1,WNBA,MIN,WAS,1.0,1.0,,,,,,,,,,,3.5833333333333335,,,,1.0,,
WNBA_202308310LVA,2023-08-31,2023,1,WNBA,WAS,LVA,,1.0,,,,1.0,1.0,1.0,,,,,4.933333333333334,1.0,-4.0,2.0,2.0,,1.0
WNBA_202309030LAS,2023-09-03,2023,1,WNBA,WAS,LAS,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.7166666666666668,,3.0,3.0,,,1.0
