game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105220DAL,2021-05-22,2021,1,WNBA,SEA,DAL,,,1.0,,1.0,1.0,1.0,,,,,4.366666666666666,1.0,1.0,2.0,2.0,,1.0
WNBA_202105240NYL,2021-05-24,2021,1,WNBA,DAL,NYL,,,,,,,,2.0,,,,2.6666666666666665,,-6.0,,,1.0,1.0
WNBA_202105290DAL,2021-05-29,2021,1,WNBA,PHO,DAL,,,4.0,,0.4,5.0,2.0,5.0,0.5,2.0,1.0,23.0,,6.0,5.0,4.0,,
WNBA_202106100WAS,2021-06-10,2021,1,WNBA,LAS,WAS,1.0,,5.0,,1.0,2.0,2.0,6.0,0.5,6.0,3.0,27.65,4.0,-4.0,7.0,9.0,,3.0
WNBA_202106120MIN,2021-06-12,2021,1,WNBA,LAS,MIN,,,1.0,,,,,1.0,,,,5.616666666666667,1.0,-10.0,,2.0,,
WNBA_202106160LAS,2021-06-16,2021,1,WNBA,PHO,LAS,1.0,,1.0,,0.667,3.0,2.0,3.0,,,,13.016666666666667,1.0,6.0,4.0,2.0,1.0,2.0
WNBA_202106180LAS,2021-06-18,2021,1,WNBA,PHO,LAS,1.0,,,,0.2,5.0,1.0,3.0,0.5,4.0,2.0,18.316666666666666,,-8.0,4.0,,1.0,1.0
WNBA_202106200LAS,2021-06-20,2021,1,WNBA,NYL,LAS,1.0,,1.0,,0.333,3.0,1.0,2.0,0.5,2.0,1.0,11.866666666666667,1.0,2.0,3.0,2.0,1.0,1.0
WNBA_202106240LAS,2021-06-24,2021,1,WNBA,WAS,LAS,1.0,,3.0,,0.333,3.0,1.0,3.0,,,,11.816666666666666,,-12.0,2.0,3.0,1.0,2.0
WNBA_202106270PHO,2021-06-27,2021,1,WNBA,LAS,PHO,,1.0,6.0,,0.286,7.0,2.0,3.0,0.75,4.0,3.0,17.85,3.0,4.0,7.0,9.0,,1.0
WNBA_202205060PHO,2022-05-06,2022,1,WNBA,LVA,PHO,1.0,,3.0,,,1.0,,2.0,,,,13.783333333333333,,-4.0,,3.0,,2.0
WNBA_202205110PHO,2022-05-11,2022,1,WNBA,SEA,PHO,,,1.0,,1.0,1.0,1.0,,,,,0.9166666666666666,1.0,-1.0,2.0,2.0,,
WNBA_202205190PHO,2022-05-19,2022,1,WNBA,DAL,PHO,1.0,,,,,1.0,,3.0,1.0,2.0,2.0,6.933333333333334,1.0,-5.0,2.0,1.0,,
WNBA_202205210LVA,2022-05-21,2022,1,WNBA,PHO,LVA,,,2.0,,0.333,3.0,1.0,,0.333,6.0,2.0,5.716666666666667,1.0,5.0,4.0,3.0,,
