game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2025-06-04-1487698,2025-06-04,2025,1,T20I,Cameroon,Uganda,24.0,1.0,0.0,5.0,1.0,1.0,,1.0
cricket-t20i-2025-06-06-1487706,2025-06-06,2025,1,T20I,Sierra Leone,Uganda,12.0,0.0,0.0,5.0,1.0,2.0,,1.0
cricket-t20i-2025-06-08-1487713,2025-06-08,2025,1,T20I,Uganda,Malawi,18.0,1.0,0.0,13.0,0.0,2.0,,1.0
cricket-t20i-2025-06-10-1487717,2025-06-10,2025,1,T20I,Uganda,Tanzania,18.0,0.0,0.0,17.0,2.0,0.0,,1.0
cricket-t20i-2025-06-14-1487731,2025-06-14,2025,1,T20I,Uganda,Rwanda,24.0,0.0,0.0,20.0,3.0,1.0,,1.0
cricket-t20i-2025-10-23-1506666,2025-10-23,2025,1,T20I,Uganda,Canada,24.0,0.0,0.0,30.0,0.0,1.0,,1.0
cricket-t20i-2025-10-24-1506667,2025-10-24,2025,1,T20I,Uganda,Canada,24.0,0.0,0.0,19.0,1.0,2.0,1.0,1.0
cricket-t20i-2025-10-26-1506668,2025-10-26,2025,1,T20I,Uganda,Canada,24.0,0.0,0.0,15.0,1.0,0.0,,1.0
