game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-t20i-2019-03-24-1176797,2019-03-24,2019,1,T20I,Papua New Guinea,Vanuatu,14.0,1.0,0.0,2.0,6.0,0.0,,,1.0
cricket-t20i-2019-09-29-1202007,2019-09-29,2019,1,T20I,Malaysia,Vanuatu,19.0,0.0,0.0,5.0,24.0,1.0,,,1.0
cricket-t20i-2019-10-01-1202008,2019-10-01,2019,1,T20I,Malaysia,Vanuatu,8.0,0.0,0.0,5.0,7.0,0.0,1.0,,1.0
cricket-t20i-2019-10-02-1202009,2019-10-02,2019,1,T20I,Malaysia,Vanuatu,19.0,1.0,0.0,5.0,18.0,1.0,,,1.0
cricket-t20i-2019-10-03-1202010,2019-10-03,2019,1,T20I,Malaysia,Vanuatu,10.0,1.0,0.0,5.0,14.0,0.0,,,1.0
cricket-t20i-2019-10-04-1202011,2019-10-04,2019,1,T20I,Malaysia,Vanuatu,12.0,0.0,0.0,5.0,9.0,0.0,,,1.0
cricket-t20i-2023-07-26-1383095,2023-07-26,2023,1,T20I,Papua New Guinea,Vanuatu,33.0,2.0,0.0,2.0,17.0,0.0,,,1.0
cricket-t20i-2023-07-28-1383097,2023-07-28,2023,1,T20I,Japan,Vanuatu,7.0,0.0,0.0,2.0,4.0,0.0,1.0,,1.0
cricket-t20i-2023-07-29-1383099,2023-07-29,2023,1,T20I,Philippines,Vanuatu,4.0,0.0,0.0,2.0,3.0,0.0,1.0,,1.0
cricket-t20i-2024-08-19-1444955,2024-08-19,2024,1,T20I,Vanuatu,Fiji,,,,,,,1.0,,1.0
cricket-t20i-2024-08-20-1444956,2024-08-20,2024,1,T20I,Samoa,Vanuatu,2.0,0.0,0.0,8.0,0.0,0.0,,2.0,1.0
cricket-t20i-2024-08-21-1444959,2024-08-21,2024,1,T20I,Vanuatu,Cook Islands,25.0,1.0,0.0,2.0,27.0,2.0,,1.0,1.0
cricket-t20i-2024-08-23-1444960,2024-08-23,2024,1,T20I,Vanuatu,Fiji,11.0,0.0,0.0,2.0,9.0,0.0,,,1.0
cricket-t20i-2024-08-24-1444963,2024-08-24,2024,1,T20I,Samoa,Vanuatu,25.0,4.0,0.0,2.0,31.0,0.0,1.0,1.0,1.0
cricket-t20i-2026-05-08-1532638,2026-05-08,2026,1,T20I,Vanuatu,Fiji,,,,,,,2.0,2.0,1.0
cricket-t20i-2026-05-09-1532641,2026-05-09,2026,1,T20I,Japan,Vanuatu,22.0,0.0,0.0,6.0,14.0,0.0,,,1.0
cricket-t20i-2026-05-12-1532646,2026-05-12,2026,1,T20I,Vanuatu,Samoa,8.0,2.0,0.0,7.0,12.0,0.0,,,1.0
