game_id,date,season,week,league,away,home,completion_pct,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_tds,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
4002611070524,2026-05-02,2026,1,50 Yard,Albany Firebirds,Washington Wolfpack,,,,,,,,,,,5.0,211.0,,,,,,,,
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,522.0,1.0,23.0,12.0,38.0,13.0,0.0,96.0,2.0,5.0,,159.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
FOOTBALL_AF1_2026_4_18_T584635G1168204@T584761,2026-04-18,2026,2,AF1,Albany Firebirds,Beaumont Renegades,654.0,1.0,26.0,17.0,42.0,17.0,0.0,125.0,0.0,8.0,,281.0,0.0,-3.0,0.0,0.0,2.0,0.0,0.0,-5.0
FOOTBALL_AF1_2026_4_25_T584635G1168207@T584638,2026-04-26,2026,3,AF1,Albany Firebirds,Oregon Lightning,645.0,0.0,31.0,20.0,20.0,11.0,0.0,125.0,0.0,6.0,,217.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0
FOOTBALL_AF1_2026_5_2_T584635G1168211@T584641,2026-05-02,2026,4,AF1,Albany Firebirds,Washington Wolfpack,500.0,0.0,24.0,12.0,29.0,18.0,0.0,120.0,0.0,5.0,,211.0,0.0,,,,,,,
FOOTBALL_AF1_2026_5_9_T584747G1168215@T584635,2026-05-09,2026,5,AF1,Kentucky Barrels,Albany Firebirds,667.0,0.0,6.0,4.0,9.0,7.0,0.0,76.0,0.0,0.0,,26.0,0.0,,,,,,,
