game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-ipl-2025-03-23-1473440,2025-03-23,2025,1,IPL,Mumbai Indians,Chennai Super Kings,24.0,0.0,0.0,32.0,3.0,0.0,,1.0
cricket-ipl-2025-03-31-1473449,2025-03-31,2025,1,IPL,Kolkata Knight Riders,Mumbai Indians,12.0,0.0,0.0,21.0,1.0,0.0,,1.0
cricket-ipl-2025-04-04-1473453,2025-04-04,2025,1,IPL,Lucknow Super Giants,Mumbai Indians,24.0,0.0,0.0,31.0,1.0,1.0,,1.0
cricket-ipl-2025-04-07-1473458,2025-04-07,2025,1,IPL,Royal Challengers Bengaluru,Mumbai Indians,6.0,0.0,0.0,10.0,1.0,0.0,,1.0
cricket-ipl-2025-04-23-1473478,2025-04-23,2025,1,IPL,Sunrisers Hyderabad,Mumbai Indians,6.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0
