game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2022-09-15-1332496,2022-09-15,2022,1,T20I,Botswana,Uganda,41.0,4.0,0.0,2.0,29.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,1.0
cricket-t20i-2022-09-18-1332507,2022-09-18,2022,1,T20I,Botswana,Ghana,2.0,0.0,1.0,8.0,2.0,0.0,,,,,,,1.0
