game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,3.0,,35.0,43.0,,,2.0,1.0,,45.0,2.0,-37.0,420.0
2023-05-06-TOR-BOS,2023-05-06,2023,2,,TOR,BOS,,,,,,1.0,,,,,,,
2023-05-13-MTL-TOR,2023-05-13,2023,3,,MTL,TOR,4.0,,25.0,35.0,,1.0,1.0,1.0,,36.0,1.0,71.0,278.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,3.0,,45.0,55.0,,,1.0,1.0,,57.0,2.0,10.0,388.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,,TOR,MTL,1.0,,22.0,29.0,,1.0,1.0,,,31.0,2.0,122.0,324.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,2.0,,41.0,42.0,,2.0,3.0,1.0,,44.0,1.0,332.0,317.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,1.0,,46.0,54.0,,,2.0,1.0,,56.0,2.0,141.0,333.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,,MTL,TOR,,,21.0,21.0,,,3.0,,,22.0,1.0,111.0,158.0
2023-07-01-BOS-TOR,2023-07-01,2023,10,,BOS,TOR,5.0,1.0,64.0,69.0,,,3.0,2.0,,72.0,3.0,235.0,482.0
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,1.0,3.0,24.0,31.0,,,1.0,,,33.0,2.0,121.0,211.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,4.0,2.0,48.0,60.0,1.0,1.0,5.0,1.0,,62.0,2.0,104.0,487.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,,,,,,,,,0.0,,,,
