game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,sacks,tackles
FOOTBALL_AF1_2026_6_6_T584637G1168392@T606163,2026-06-06,2026,9,AF1,Nashville Kats,Michigan Arsenal,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
FOOTBALL_AF1_2026_6_13_T602555G1168396@T584637,2026-06-13,2026,10,AF1,Minnesota Monsters,Nashville Kats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,2.0
