game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2023-03-11-1361774,2023-03-11,2023,1,T20I,Kuwait,Bahrain,4.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2023-09-15-1392803,2023-09-15,2023,1,T20I,Qatar,Bahrain,14.0,0.0,0.0,5.0,4.0,0.0,,,,,,,,1.0
cricket-t20i-2026-02-11-1522994,2026-02-11,2026,1,T20I,Qatar,Bahrain,15.0,6.0,0.0,3.0,28.0,0.0,6.0,0.0,0.0,16.0,0.0,1.0,,1.0
cricket-t20i-2026-02-13-1522995,2026-02-13,2026,1,T20I,Qatar,Bahrain,19.0,2.0,1.0,6.0,40.0,3.0,,,,,,,,1.0
cricket-t20i-2026-02-14-1522996,2026-02-14,2026,1,T20I,Qatar,Bahrain,9.0,2.0,0.0,6.0,13.0,0.0,,,,,,,,1.0
cricket-t20i-2026-02-15-1522997,2026-02-15,2026,1,T20I,Qatar,Bahrain,8.0,2.0,0.0,6.0,11.0,0.0,,,,,,,,1.0
cricket-t20i-2026-02-25-1522999,2026-02-25,2026,1,T20I,Bhutan,Bahrain,9.0,0.0,0.0,5.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2026-02-26-1523001,2026-02-26,2026,1,T20I,Bahrain,Japan,4.0,0.0,0.0,6.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2026-02-27-1523003,2026-02-27,2026,1,T20I,Bahrain,Thailand,5.0,0.0,0.0,6.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2026-02-28-1523005,2026-02-28,2026,1,T20I,Japan,Bahrain,39.0,3.0,0.0,7.0,48.0,4.0,,,,,,,1.0,1.0
cricket-t20i-2026-03-07-1527157,2026-03-07,2026,1,T20I,Malaysia,Bahrain,4.0,0.0,0.0,6.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2026-03-08-1527158,2026-03-08,2026,1,T20I,Bahrain,Malaysia,5.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2026-03-10-1527159,2026-03-10,2026,1,T20I,Malaysia,Bahrain,39.0,6.0,0.0,1.0,46.0,1.0,,,,,,,,1.0
