game_id,date,season,week,league,away,home,assisted_tackles,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_defended,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_5_24_TNEWMEXICOCHUPACABRASG20260524HN6I@TORLANDOPIRATES,2026-05-24,2026,,IFL,New Mexico Chupacabras,Orlando Pirates,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,0.5,4.0,6.0,1.0,0.0
FOOTBALL_NAL_2026_5_9_T573852G1127170@T566774,2026-05-09,2026,10,NAL,Louisiana Rouxgaroux,Omaha Beef,,1.0,15.0,15.0,0.0,15.0,,11.0,24.0,1.0,1.0,43.0,4.0,4.0,5.0,2.0,0.0,0.0,8.0,,,,,,
FOOTBALL_IFL_2026_5_30_TORLANDOPIRATESG20260530J4E8@TTUCSONSUGARSKULLS,2026-05-30,2026,12,IFL,Orlando Pirates,Tucson Sugar Skulls,1.0,,,,,,1.0,,,,,,,,,,,,,,,2.0,3.0,,
FOOTBALL_IFL_2026_6_6_TIOWABARNSTORMERSG202606060Q8D@TORLANDOPIRATES,2026-06-06,2026,13,IFL,Iowa Barnstormers,Orlando Pirates,1.0,,,,,,,,,,,,,,,,,,,5.0,2.0,2.0,3.0,2.0,0.0
