game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_ALLEYCATS,,,2,AUDL,,,1.0,0.0,,,0.0,0.0,,,,,0.0,-9.0,105.0
SYNTHETIC_AUDL_W3_ALLEYCATS,,,3,AUDL,,,1.0,0.0,,,0.0,1.0,,,,,0.0,147.0,158.0
2022-06-25-CHI-IND,2022-06-25,2022,5,,CHI,IND,0.0,1.0,,,0.0,0.0,,,,,0.0,-1.0,66.0
2022-07-02-PIT-IND,2022-07-02,2022,6,,PIT,IND,1.0,0.0,,,0.0,3.0,,,,,1.0,252.0,180.0
2022-07-09-IND-CHI,2022-07-09,2022,7,,IND,CHI,0.0,0.0,,,0.0,0.0,,,,,2.0,-36.0,209.0
2022-07-15-IND-MAD,2022-07-15,2022,8,,IND,MAD,0.0,0.0,,,0.0,0.0,,,,,1.0,20.0,94.0
2022-07-23-MIN-IND,2022-07-23,2022,9,,MIN,IND,0.0,0.0,,,0.0,0.0,,,,,1.0,33.0,18.0
2022-07-30-IND-ATL,2022-07-30,2022,10,,IND,ATL,1.0,0.0,,,0.0,1.0,,,,,0.0,102.0,31.0
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,,,17.0,15.0,,2.0,2.0,,,17.0,2.0,104.0,96.0
2023-05-06-MIN-IND,2023-05-06,2023,2,,MIN,IND,,,35.0,34.0,,,3.0,,,36.0,2.0,148.0,263.0
2023-05-13-IND-CHI,2023-05-13,2023,3,,IND,CHI,1.0,,40.0,37.0,,2.0,1.0,,,40.0,3.0,182.0,177.0
2023-05-20-MAD-IND,2023-05-20,2023,4,,MAD,IND,1.0,,40.0,38.0,,1.0,2.0,,,40.0,2.0,221.0,127.0
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,2.0,,5.0,5.0,,,,2.0,,6.0,1.0,42.0,119.0
2023-06-17-DET-IND,2023-06-17,2023,8,,DET,IND,1.0,1.0,4.0,5.0,,,,1.0,,5.0,,-11.0,83.0
2023-06-23-IND-MAD,2023-06-23,2023,9,,IND,MAD,,,13.0,10.0,,3.0,1.0,,1.0,10.0,,169.0,56.0
2023-07-01-MAD-IND,2023-07-01,2023,10,,MAD,IND,,2.0,10.0,9.0,,1.0,3.0,,,9.0,,97.0,23.0
2023-07-09-IND-MIN,2023-07-09,2023,11,,IND,MIN,,1.0,19.0,17.0,1.0,2.0,1.0,,,19.0,1.0,137.0,104.0
2023-07-15-PIT-IND,2023-07-15,2023,12,,PIT,IND,1.0,,15.0,14.0,1.0,,2.0,,,15.0,1.0,109.0,47.0
2023-07-22-IND-PIT,2023-07-22,2023,13,,IND,PIT,,,36.0,37.0,,2.0,2.0,,,40.0,3.0,121.0,211.0
2024-05-11-DET-IND,2024-05-11,2024,3,,DET,IND,0.0,1.0,,,0.0,1.0,,,,,0.0,18.0,78.0
2024-05-18-ATL-IND,2024-05-18,2024,4,,ATL,IND,1.0,2.0,,,0.0,1.0,,,,,1.0,146.0,192.0
2024-06-01-CHI-IND,2024-06-01,2024,6,,CHI,IND,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2024-06-02-IND-PIT,2024-06-02,2024,6,,IND,PIT,0.0,1.0,,,0.0,1.0,,,,,1.0,318.0,160.0
2024-06-08-MIN-IND,2024-06-08,2024,7,,MIN,IND,1.0,1.0,,,0.0,0.0,,,,,2.0,37.0,105.0
2024-06-15-DET-IND,2024-06-15,2024,8,,DET,IND,0.0,1.0,,,1.0,3.0,,,,,1.0,169.0,173.0
2024-06-22-IND-CHI,2024-06-22,2024,9,,IND,CHI,0.0,0.0,,,0.0,0.0,,,,,0.0,34.0,30.0
2024-06-29-MAD-IND,2024-06-29,2024,10,,MAD,IND,0.0,0.0,,,0.0,0.0,,,,,0.0,2.0,76.0
2024-07-06-IND-COL,2024-07-06,2024,11,,IND,COL,0.0,1.0,,,0.0,0.0,,,,,1.0,59.0,53.0
2024-07-13-IND-DET,2024-07-13,2024,12,,IND,DET,1.0,0.0,,,0.0,1.0,,,,,1.0,213.0,78.0
2024-07-14-IND-PIT,2024-07-14,2024,12,,IND,PIT,0.0,0.0,,,0.0,0.0,,,,,0.0,68.0,30.0
