game_id,date,season,week,league,away,home,rushing_tds,rushing_yards,tackles
10798142,2024-05-20,2024,1,CFL,WPG,SSK,,,1.0
10798030,2024-06-29,2024,4,CFL,WPG,CGY,0.0,18.0,
