game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-831-10-3,2026-02-28,2026,1,WCF-WORLD,United States of America,Denmark,1.0,1.0,0.0,11.0,5.0
curling-wcf-world-2026-831-11-1,2026-03-01,2026,1,WCF-WORLD,United States of America,Korea,1.0,1.0,0.0,11.0,5.0
curling-wcf-world-2026-831-13-1,2026-03-03,2026,1,WCF-WORLD,United States of America,China,1.0,1.0,0.0,11.0,4.0
curling-wcf-world-2026-831-5-2,2026-02-25,2026,1,WCF-WORLD,Japan,United States of America,1.0,1.0,0.0,9.0,4.0
curling-wcf-world-2026-831-7-3,2026-02-26,2026,1,WCF-WORLD,Germany,United States of America,0.0,1.0,1.0,8.0,10.0
curling-wcf-world-2026-831-8-3,2026-02-27,2026,1,WCF-WORLD,United States of America,Türkiye,0.0,1.0,1.0,5.0,8.0
curling-wcf-world-2026-831-9-1,2026-02-28,2026,1,WCF-WORLD,Canada,United States of America,0.0,1.0,1.0,3.0,10.0
curling-wcf-world-2026-838-1-3,2026-05-05,2026,1,WCF-WORLD,"Hong Kong, China",United States of America,0.0,1.0,1.0,1.0,19.0
curling-wcf-world-2026-838-15-4,2026-05-08,2026,1,WCF-WORLD,United States of America,Brazil,0.0,1.0,1.0,2.0,9.0
curling-wcf-world-2026-838-17-1,2026-05-09,2026,1,WCF-WORLD,United States of America,Japan,1.0,1.0,0.0,8.0,4.0
curling-wcf-world-2026-838-4-2,2026-05-05,2026,1,WCF-WORLD,Czechia,United States of America,1.0,1.0,0.0,9.0,3.0
