game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2023-08-05-1387948,2023-08-05,2023,1,T20I,Malta,Isle of Man,4.0,0.0,3.0,13.0,0.0,7.0,,1.0
cricket-t20i-2024-08-24-1447550,2024-08-24,2024,1,T20I,Isle of Man,Greece,12.0,0.0,0.0,11.0,1.0,1.0,,1.0
cricket-t20i-2024-08-25-1447553,2024-08-25,2024,1,T20I,Greece,Isle of Man,12.0,0.0,1.0,11.0,1.0,2.0,1.0,1.0
