game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,pass_att,pass_cmp,pass_lg,pass_yds,receiving_tds,receiving_yards,receptions,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_td,rush_yds,sacks,score_conv,score_p,score_pts,score_r,score_tot,tackles
FOOTBALL_CFL_2019_10_4_EDM@HAM,2019-10-04,2019,1,CFL,EDM,HAM,,,,,,,,,,,17.0,3.0,6.0,,12.0,33.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_11_10_EDM@MTL,2019-11-10,2019,1,CFL,EDM,MTL,,,,,,,,,,,12.0,6.0,6.0,,17.0,43.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_11_17_EDM@HAM,2019-11-17,2019,1,CFL,EDM,HAM,,,,,,,,,,,31.0,7.0,8.0,1.0,40.0,109.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2019_11_2_EDM@SSK,2019-11-02,2019,1,CFL,EDM,SSK,,,,1.0,1.0,45.0,45.0,,,,9.0,1.0,3.0,,9.0,9.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_7_11_EDM@BC,2019-07-11,2019,1,CFL,EDM,BC,,,,,,,,,,,,4.0,7.0,1.0,11.0,53.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2019_7_20_EDM@MTL,2019-07-20,2019,1,CFL,EDM,MTL,,,,,,,,,,,9.0,6.0,6.0,,16.0,32.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_16_EDM@TOR,2019-08-16,2019,1,CFL,EDM,TOR,,,,,,,,,,,59.0,5.0,11.0,,51.0,155.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_23_WPG@EDM,2019-08-23,2019,1,CFL,WPG,EDM,,,,,,,,,,,54.0,10.0,13.0,,57.0,207.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_8_9_OTT@EDM,2019-08-09,2019,1,CFL,OTT,EDM,,,,,,,,,,,20.0,6.0,8.0,,29.0,54.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_20_HAM@EDM,2019-09-20,2019,1,CFL,HAM,EDM,1.0,1.0,,,,,,,,,13.0,2.0,10.0,1.0,13.0,19.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2019_9_28_EDM@OTT,2019-09-28,2019,1,CFL,EDM,OTT,,,,,,,,,,,51.0,5.0,7.0,,12.0,72.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_2_EDM@CGY,2019-09-02,2019,1,CFL,EDM,CGY,,,,,,,,,,,14.0,5.0,5.0,,7.0,48.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2019_9_7_CGY@EDM,2019-09-07,2019,1,CFL,CGY,EDM,,,,,,,,,,,16.0,4.0,7.0,,11.0,32.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_11_TOR@HAM,2021-10-11,2021,1,CFL,TOR,HAM,,,,,,,,,,,,2.0,7.0,1.0,,34.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_10_22_TOR@MTL,2021-10-22,2021,1,CFL,TOR,MTL,1.0,1.0,,,,,,,,,15.0,4.0,7.0,,3.0,30.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_10_30_BC@TOR,2021-10-30,2021,1,CFL,BC,TOR,,,,,,,,,,,21.0,6.0,7.0,1.0,12.0,51.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_10_6_OTT@TOR,2021-10-06,2021,1,CFL,OTT,TOR,,,,,,,,,,,25.0,2.0,2.0,,11.0,39.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_12_HAM@TOR,2021-11-12,2021,1,CFL,HAM,TOR,1.0,1.0,,,,,,,,,18.0,5.0,8.0,,21.0,64.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_11_6_TOR@OTT,2021-11-06,2021,1,CFL,TOR,OTT,1.0,1.0,,,,,,,,,22.0,9.0,13.0,,29.0,84.0,,,,,,,,,1.0,,2.0,,,
FOOTBALL_CFL_2021_12_5_HAM@TOR,2021-12-05,2021,1,CFL,HAM,TOR,,,,,,,,,,,15.0,2.0,4.0,,2.0,23.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_13_TOR@WPG,2021-08-13,2021,1,CFL,TOR,WPG,,,,,,,,,,,11.0,1.0,7.0,,3.0,11.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_8_21_WPG@TOR,2021-08-21,2021,1,CFL,WPG,TOR,,,,,,,,,,,,7.0,8.0,1.0,17.0,100.0,,,,1.0,18.0,,18.0,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_8_7_TOR@CGY,2021-08-07,2021,1,CFL,TOR,CGY,,,,,,,,,,,22.0,2.0,4.0,,,29.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_10_HAM@TOR,2021-09-10,2021,1,CFL,HAM,TOR,,,,,,,,,,,18.0,2.0,4.0,,15.0,22.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2021_9_17_TOR@SSK,2021-09-17,2021,1,CFL,TOR,SSK,,,,,,,,,,,28.0,4.0,6.0,1.0,3.0,67.0,,,,,,,,,,1.0,6.0,,1.0,
FOOTBALL_CFL_2021_9_24_MTL@TOR,2021-09-24,2021,1,CFL,MTL,TOR,,,,,,,,,,,9.0,1.0,4.0,,2.0,9.0,1.0,1.0,1.0,,,,,,,,,,,
FOOTBALL_CFL_2021_9_6_TOR@HAM,2021-09-06,2021,1,CFL,TOR,HAM,,,,,,,,,,,18.0,6.0,11.0,,22.0,57.0,,,,,,,,,,,,,,
6232,2022-07-16,2022,6,CFL,SSK,TOR,,,,,,,,1.0,70.0,5.0,,,,,,,,,,,,,,,,,,,,
6237,2022-07-24,2022,7,CFL,TOR,SSK,,,,,,,,0.0,65.0,4.0,,,,,,,,,,,,,,,,,,,,
6244,2022-08-06,2022,9,CFL,HAM,TOR,,,,,,,,0.0,73.0,4.0,,,,,,,,,,,,,,,,,,,,
6247,2022-08-12,2022,10,CFL,TOR,HAM,,,,,,,,1.0,49.0,4.0,,,,,,,,,,,,,,,,,,,,
6253,2022-08-20,2022,11,CFL,CGY,TOR,,,,,,,,0.0,70.0,5.0,,,,,,,,,,,,,,,,,,,,
6263,2022-09-10,2022,14,CFL,TOR,OTT,,,,,,,,0.0,36.0,4.0,,,,,,,,,,,,,,,,,,,,
6270,2022-09-24,2022,16,CFL,TOR,OTT,,,,,,,,0.0,100.0,5.0,,,,,,,,,,,,,,,,,,,,
6275,2022-10-01,2022,17,CFL,TOR,CGY,,,,,,,,0.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,
6282,2022-10-15,2022,19,CFL,TOR,EDM,,,,,,,,1.0,80.0,3.0,,,,,,,,,,,,,,,,,,,,
6286,2022-10-22,2022,20,CFL,TOR,MTL,,,,,,,,0.0,51.0,3.0,,,,,,,,,,,,,,,,,,,,
9889290,2023-06-18,2023,2,CFL,HAM,TOR,,,,,,,,,29.0,2.0,,,,,,,,,,,,,,,,,,,,
9889294,2023-06-25,2023,3,CFL,TOR,EDM,,,,,,,,0.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,
9889297,2023-07-03,2023,4,CFL,BC,TOR,,,,,,,,1.0,47.0,4.0,,,,,,,,,,,,,,,,,,,,
9889303,2023-07-14,2023,6,CFL,TOR,MTL,,,,,,,,0.0,91.0,3.0,,,,,,,,,,,,,,,,,,,,
9889307,2023-07-21,2023,7,CFL,TOR,HAM,,,,,,,,1.0,80.0,4.0,,,,,,,,,,,,,,,,,,,,
9889311,2023-07-29,2023,8,CFL,SSK,TOR,,,,,,,,0.0,34.0,2.0,,,,,,,,,,,,,,,,,,,,
9889315,2023-08-04,2023,9,CFL,TOR,CGY,,,,,,,,0.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,
9889321,2023-08-13,2023,10,CFL,OTT,TOR,,,,,,,,3.0,180.0,6.0,,,,,,,,,,,,,,,,,,,,
9889327,2023-08-25,2023,12,CFL,CGY,TOR,,,,,,,,1.0,77.0,3.0,,,,,,,,,,,,,,,,,,,,
9889332,2023-09-04,2023,13,CFL,TOR,HAM,,,0.0,,,,,1.0,57.0,3.0,,,,,,,,,,,,,,0.0,,,,,,1.0
9889335,2023-09-09,2023,14,CFL,MTL,TOR,,,,,,,,0.0,39.0,4.0,,,,,,,,,,,,,,,,,,,,
9889338,2023-09-15,2023,15,CFL,TOR,MTL,,,,,,,,0.0,19.0,1.0,,,,,,,,,,,,,,,,,,,,
9889345,2023-09-23,2023,16,CFL,HAM,TOR,,,,,,,,0.0,64.0,4.0,,,,,,,,,,,,,,,,,,,,
9889346,2023-09-29,2023,17,CFL,TOR,WPG,,,,,,,,0.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,
9889350,2023-10-06,2023,18,CFL,EDM,TOR,,,,,,,,0.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,
9889357,2023-10-14,2023,19,CFL,OTT,TOR,,,,,,,,1.0,141.0,6.0,,,,,,,,,,,,,,,,,,,,
9889359,2023-10-21,2023,20,CFL,TOR,SSK,,,,,,,,0.0,84.0,6.0,,,,,,,,,,,,,,,,,,,,
10798019,2024-06-09,2024,1,CFL,BC,TOR,,,,,,,,,27.0,2.0,,,,,,,,,,,,,,,,,,,,
10798029,2024-06-28,2024,4,CFL,MTL,TOR,,,,,,,,0.0,49.0,4.0,,,,,,,,,,,,,,,,,,,,
10798032,2024-07-04,2024,5,CFL,TOR,SSK,,,,,,,,0.0,32.0,3.0,,,,,,,,,,,,,,,,,,,,
10798036,2024-07-11,2024,6,CFL,TOR,MTL,,,,,,,,0.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,
10798042,2024-07-20,2024,7,CFL,TOR,HAM,,,,,,,,1.0,44.0,4.0,,,,,,,,,,,,,,,,,,,,
10798046,2024-07-27,2024,8,CFL,WPG,TOR,,,,,,,,0.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,
10798051,2024-08-04,2024,9,CFL,TOR,CGY,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
10798053,2024-08-09,2024,10,CFL,CGY,TOR,,,,,,,,0.0,31.0,3.0,,,,,,,,,,,,,,,,,,,,
10798060,2024-08-22,2024,12,CFL,SSK,TOR,,,,,,,,0.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,
10798066,2024-09-02,2024,13,CFL,TOR,HAM,,,,,,,,1.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,
10798072,2024-09-13,2024,15,CFL,TOR,BC,,,,,,,,0.0,71.0,4.0,,,,,,,,,,,,,,,,,,,,
10798075,2024-09-20,2024,16,CFL,HAM,TOR,,,,,,,,0.0,118.0,4.0,,,,,,,,,,,,,,,,,,,,
10798082,2024-09-28,2024,17,CFL,MTL,TOR,,,,,,,,0.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,
10798086,2024-10-11,2024,19,CFL,TOR,WPG,,,,,,,,0.0,33.0,2.0,,,,,,,,,,,,,,,,,,,,
10798091,2024-10-19,2024,20,CFL,OTT,TOR,,,,,,,,0.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,
10798094,2024-10-25,2024,21,CFL,TOR,EDM,,,,,,,,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,
11824046,2025-06-06,2025,1,CFL,TOR,MTL,,,,,,,,1.0,31.0,2.0,,,,,,,,,,,,,,,,,,,,
11824051,2025-06-14,2025,2,CFL,CGY,TOR,,,,,,,,0.0,32.0,3.0,,,,,,,,,,,,,,,,,,,,
11824060,2025-06-29,2025,4,CFL,TOR,OTT,,,,,,,,0.0,96.0,5.0,,,,,,,,,,,,,,,,,,,,
11824062,2025-07-04,2025,5,CFL,HAM,TOR,,,,,,,,0.0,42.0,3.0,,,,,,,,,,,,,,,,,,,,
11824068,2025-07-17,2025,7,CFL,TOR,MTL,,,,,,,,0.0,17.0,1.0,,,,,,,,,,,,,,,,,,,,
11824074,2025-07-26,2025,8,CFL,WPG,TOR,,,,,,,,1.0,66.0,4.0,,,,,,,,,,,,,,,,,,,,
11824077,2025-08-01,2025,9,CFL,TOR,WPG,,,,,,,,0.0,52.0,4.0,,,,,,,,,,,,,,,,,,,,
11824082,2025-08-09,2025,10,CFL,OTT,TOR,,,,,,,,1.0,29.0,3.0,,,,,,,,,,,,,,,,,,,,
11824085,2025-08-15,2025,11,CFL,TOR,EDM,,,,,,,,0.0,22.0,3.0,,,,,,,,,,,,,,,,,,,,
11824090,2025-08-23,2025,12,CFL,BC,TOR,,,,,,,,0.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,
