game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W1_TOR,2024-06-09,2024,1,CFL,BC,TOR,,40.0,3.0
SYNTHETIC_CFL_2024_W3_TOR,2024-06-22,2024,3,CFL,EDM,TOR,0.0,28.0,3.0
SYNTHETIC_CFL_2024_W4_TOR,2024-06-28,2024,4,CFL,MTL,TOR,1.0,60.0,5.0
SYNTHETIC_CFL_2024_W6_TOR,2024-07-11,2024,6,CFL,TOR,MTL,0.0,9.0,1.0
SYNTHETIC_CFL_2024_W7_TOR,2024-07-20,2024,7,CFL,TOR,HAM,0.0,44.0,4.0
SYNTHETIC_CFL_2024_W8_TOR,2024-07-27,2024,8,CFL,WPG,TOR,0.0,49.0,3.0
SYNTHETIC_CFL_2024_W9_TOR,2024-08-04,2024,9,CFL,TOR,CGY,0.0,8.0,1.0
SYNTHETIC_CFL_2024_W10_TOR,2024-08-09,2024,10,CFL,CGY,TOR,1.0,50.0,4.0
SYNTHETIC_CFL_2024_W12_TOR,2024-08-22,2024,12,CFL,SSK,TOR,0.0,55.0,3.0
SYNTHETIC_CFL_2024_W13_TOR,2024-09-02,2024,13,CFL,TOR,HAM,0.0,7.0,1.0
SYNTHETIC_CFL_2024_W14_TOR,2024-09-07,2024,14,CFL,TOR,OTT,0.0,105.0,7.0
SYNTHETIC_CFL_2024_W15_TOR,2024-09-13,2024,15,CFL,TOR,BC,1.0,116.0,6.0
SYNTHETIC_CFL_2024_W16_TOR,2024-09-20,2024,16,CFL,HAM,TOR,1.0,42.0,2.0
SYNTHETIC_CFL_2024_W17_TOR,2024-09-28,2024,17,CFL,MTL,TOR,0.0,103.0,5.0
SYNTHETIC_CFL_2024_W19_TOR,2024-10-11,2024,19,CFL,TOR,WPG,0.0,82.0,4.0
SYNTHETIC_CFL_2024_W20_TOR,2024-10-19,2024,20,CFL,OTT,TOR,1.0,104.0,3.0
SYNTHETIC_CFL_2024_W21_TOR,2024-10-25,2024,21,CFL,TOR,EDM,0.0,122.0,6.0
