game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2019-08-28-1198217,2019-08-28,2019,1,T20I,Singapore,Malaysia,,,,,,,24.0,0.0,2.0,30.0,2.0,0.0,,1.0
cricket-t20i-2019-08-29-1198218,2019-08-29,2019,1,T20I,Singapore,Malaysia,,,,,,,18.0,1.0,0.0,15.0,1.0,0.0,,1.0
cricket-t20i-2019-08-30-1198219,2019-08-30,2019,1,T20I,Singapore,Malaysia,4.0,0.0,0.0,8.0,2.0,0.0,24.0,0.0,1.0,29.0,0.0,0.0,,1.0
cricket-t20i-2022-07-09-1322019,2022-07-09,2022,1,T20I,Malaysia,Singapore,8.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,,1.0
cricket-t20i-2023-02-09-1355838,2023-02-09,2023,1,T20I,Singapore,Cambodia,15.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2023-02-10-1355839,2023-02-10,2023,1,T20I,Cambodia,Singapore,,,,,,,12.0,0.0,0.0,9.0,0.0,0.0,,1.0
cricket-t20i-2023-02-11-1355840,2023-02-11,2023,1,T20I,Cambodia,Singapore,,,,,,,14.0,2.0,0.0,5.0,2.0,0.0,,1.0
cricket-t20i-2023-02-12-1355841,2023-02-12,2023,1,T20I,Cambodia,Singapore,,,,,,,24.0,0.0,3.0,17.0,2.0,1.0,1.0,1.0
cricket-t20i-2024-02-10-1419910,2024-02-10,2024,1,T20I,Singapore,Kuwait,,,,,,,6.0,0.0,1.0,5.0,0.0,0.0,,1.0
cricket-t20i-2024-02-13-1419926,2024-02-13,2024,1,T20I,Thailand,Singapore,4.0,0.0,1.0,10.0,2.0,0.0,24.0,0.0,0.0,26.0,1.0,0.0,,1.0
cricket-t20i-2024-07-02-1440444,2024-07-02,2024,1,T20I,Singapore,Indonesia,18.0,0.0,1.0,9.0,6.0,0.0,,,,,,,,1.0
cricket-t20i-2024-07-06-1440448,2024-07-06,2024,1,T20I,Bhutan,Singapore,,,,,,,24.0,0.0,0.0,6.0,2.0,0.0,,1.0
cricket-t20i-2024-07-07-1440450,2024-07-07,2024,1,T20I,Indonesia,Singapore,23.0,0.0,0.0,8.0,5.0,0.0,24.0,0.0,0.0,31.0,0.0,0.0,,1.0
cricket-t20i-2024-07-08-1440451,2024-07-08,2024,1,T20I,Bhutan,Singapore,35.0,0.0,0.0,3.0,10.0,0.0,12.0,0.0,0.0,10.0,0.0,0.0,,1.0
cricket-t20i-2024-10-06-1451307,2024-10-06,2024,1,T20I,Japan,Singapore,7.0,0.0,0.0,7.0,0.0,0.0,12.0,0.0,0.0,13.0,0.0,1.0,,1.0
cricket-t20i-2024-10-29-1456129,2024-10-29,2024,1,T20I,Singapore,Kuwait,2.0,0.0,0.0,8.0,1.0,0.0,12.0,0.0,0.0,9.0,0.0,0.0,,1.0
cricket-t20i-2024-12-24-1464730,2024-12-24,2024,1,T20I,Singapore,Philippines,,,,,,,12.0,0.0,0.0,12.0,0.0,0.0,,1.0
cricket-t20i-2024-12-26-1464731,2024-12-26,2024,1,T20I,Philippines,Singapore,,,,,,,24.0,0.0,0.0,13.0,1.0,0.0,2.0,1.0
cricket-t20i-2024-12-27-1464732,2024-12-27,2024,1,T20I,Singapore,Philippines,,,,,,,18.0,0.0,0.0,29.0,0.0,0.0,,1.0
cricket-t20i-2025-08-13-1498203,2025-08-13,2025,1,T20I,Singapore,Cambodia,,,,,,,12.0,0.0,0.0,5.0,2.0,1.0,,1.0
cricket-t20i-2025-08-14-1498204,2025-08-14,2025,1,T20I,Singapore,Cambodia,,,,,,,20.0,2.0,0.0,3.0,2.0,0.0,,1.0
cricket-t20i-2025-08-16-1498205,2025-08-16,2025,1,T20I,Singapore,Cambodia,,,,,,,24.0,0.0,0.0,10.0,2.0,0.0,,1.0
cricket-t20i-2025-11-29-1510314,2025-11-29,2025,1,T20I,Singapore,Myanmar,4.0,0.0,0.0,8.0,1.0,0.0,18.0,0.0,0.0,19.0,1.0,0.0,,1.0
cricket-t20i-2025-11-30-1510315,2025-11-30,2025,1,T20I,Myanmar,Singapore,,,,,,,24.0,0.0,0.0,27.0,0.0,1.0,,1.0
cricket-t20i-2025-12-16-1513758,2025-12-16,2025,1,T20I,Thailand,Singapore,31.0,1.0,0.0,7.0,9.0,0.0,24.0,0.0,0.0,60.0,0.0,2.0,,1.0
cricket-t20i-2025-12-17-1513760,2025-12-17,2025,1,T20I,Myanmar,Singapore,7.0,0.0,0.0,8.0,1.0,0.0,24.0,0.0,1.0,27.0,0.0,2.0,,1.0
