game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,3.0,2.0,27.0,1.0,5.0,2.0,37.0,4.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,1.0,5.0,47.0,2.0,11.0,-11.0,100.0,19.0
