game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2025-05-09-1482822,2025-05-09,2025,1,T20I,Japan,Cook Islands,9.0,0.0,0.0,3.0,3.0,0.0,,,,,,,,1.0
cricket-t20i-2025-05-11-1482825,2025-05-11,2025,1,T20I,Japan,Thailand,4.0,0.0,0.0,2.0,2.0,0.0,,,,,,,,1.0
cricket-t20i-2025-05-13-1482826,2025-05-13,2025,1,T20I,Cook Islands,Japan,9.0,1.0,0.0,2.0,13.0,1.0,,,,,,,,1.0
cricket-t20i-2025-10-09-1503454,2025-10-09,2025,1,T20I,Kuwait,Japan,4.0,0.0,0.0,2.0,2.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2025-10-10-1503457,2025-10-10,2025,1,T20I,Japan,Nepal,8.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2025-10-12-1503461,2025-10-12,2025,1,T20I,Japan,Samoa,42.0,3.0,0.0,2.0,55.0,4.0,,,,,,,,1.0
cricket-t20i-2025-10-15-1503464,2025-10-15,2025,1,T20I,Japan,Qatar,25.0,3.0,0.0,3.0,25.0,1.0,,,,,,,,1.0
cricket-t20i-2025-10-16-1503467,2025-10-16,2025,1,T20I,Japan,United Arab Emirates,16.0,1.0,0.0,2.0,10.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0
cricket-t20i-2026-02-25-1522998,2026-02-25,2026,1,T20I,Japan,Thailand,28.0,4.0,0.0,2.0,43.0,3.0,,,,,,,1.0,1.0
cricket-t20i-2026-02-26-1523001,2026-02-26,2026,1,T20I,Bahrain,Japan,17.0,4.0,1.0,2.0,37.0,3.0,,,,,,,,1.0
cricket-t20i-2026-02-27-1523002,2026-02-27,2026,1,T20I,Japan,Bhutan,12.0,2.0,0.0,2.0,17.0,1.0,6.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0
cricket-t20i-2026-02-28-1523005,2026-02-28,2026,1,T20I,Japan,Bahrain,5.0,0.0,0.0,2.0,4.0,0.0,,,,,,,2.0,1.0
cricket-t20i-2026-05-09-1532641,2026-05-09,2026,1,T20I,Japan,Vanuatu,10.0,2.0,0.0,2.0,14.0,0.0,,,,,,,,1.0
cricket-t20i-2026-05-10-1532644,2026-05-10,2026,1,T20I,Fiji,Japan,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-t20i-2026-05-12-1532648,2026-05-12,2026,1,T20I,Japan,Indonesia,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,1.0,1.0
