game_id,date,season,week,league,away,home,def_rebounds,fga,ft_pct,fta,ftm,minutes,plus_minus,points,rebounds,steals
WNBA_202407040LVA,2024-07-04,2024,1,WNBA,WAS,LVA,1.0,1.0,1.0,2.0,2.0,7.566666666666666,-6.0,2.0,1.0,1.0
WNBA_202407140WAS,2024-07-14,2024,1,WNBA,LVA,WAS,,,,,,0.4,,,,
