game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2022-06-20-1320201,2022-06-20,2022,1,T20I,Bahrain,Nepal,5.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,1.0
cricket-t20i-2023-08-31-1394752,2023-08-31,2023,1,T20I,Qatar,Bahrain,7.0,0.0,0.0,4.0,4.0,0.0,,,,,,,,1.0
cricket-t20i-2023-09-01-1394760,2023-09-01,2023,1,T20I,Bahrain,Nepal,3.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2023-09-03-1394761,2023-09-03,2023,1,T20I,Malaysia,Bahrain,2.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2023-09-04-1394766,2023-09-04,2023,1,T20I,United Arab Emirates,Bahrain,22.0,0.0,0.0,2.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2024-02-10-1419912,2024-02-10,2024,1,T20I,Bahrain,Qatar,14.0,0.0,0.0,4.0,7.0,0.0,12.0,0.0,0.0,12.0,1.0,1.0,,1.0
cricket-t20i-2024-02-11-1419916,2024-02-11,2024,1,T20I,Indonesia,Bahrain,6.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,18.0,0.0,2.0,,1.0
cricket-t20i-2024-02-13-1419924,2024-02-13,2024,1,T20I,Malaysia,Bahrain,2.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,1.0,36.0,1.0,1.0,,1.0
cricket-t20i-2024-12-04-1463008,2024-12-04,2024,1,T20I,Bahrain,Qatar,20.0,2.0,0.0,5.0,16.0,0.0,,,,,,,,1.0
cricket-t20i-2024-12-06-1463009,2024-12-06,2024,1,T20I,Bahrain,Qatar,12.0,5.0,0.0,6.0,25.0,0.0,,,,,,,,1.0
cricket-t20i-2024-12-07-1463010,2024-12-07,2024,1,T20I,Bahrain,Qatar,13.0,1.0,1.0,6.0,14.0,0.0,,,,,,,,1.0
cricket-t20i-2024-12-08-1463011,2024-12-08,2024,1,T20I,Bahrain,Qatar,9.0,0.0,0.0,5.0,7.0,0.0,,,,,,,1.0,1.0
cricket-t20i-2025-05-02-1483941,2025-05-02,2025,1,T20I,Bahrain,Oman,7.0,3.0,0.0,3.0,13.0,0.0,,,,,,,,1.0
cricket-t20i-2025-05-03-1483942,2025-05-03,2025,1,T20I,Oman,Bahrain,2.0,0.0,0.0,4.0,0.0,0.0,,,,,,,,1.0
cricket-t20i-2025-05-15-1483773,2025-05-15,2025,1,T20I,Bahrain,Nepal,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,1.0
