game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
9889283,2023-06-08,2023,1,CFL,BC,CGY,,0.0,12.0,3.0,0.0,81.0,,
9889289,2023-06-17,2023,2,CFL,EDM,BC,,0.0,23.0,4.0,0.0,93.0,,
9889291,2023-06-22,2023,3,CFL,BC,WPG,,,,,0.0,50.0,,
9889297,2023-07-03,2023,4,CFL,BC,TOR,,0.0,23.0,3.0,0.0,22.0,,
9889312,2023-07-29,2023,8,CFL,BC,EDM,,1.0,30.0,2.0,0.0,117.0,,
9889314,2023-08-03,2023,9,CFL,BC,WPG,,0.0,22.0,3.0,0.0,50.0,,
9889320,2023-08-12,2023,10,CFL,CGY,BC,,1.0,4.0,2.0,0.0,42.0,,
9889325,2023-08-20,2023,11,CFL,BC,SSK,,0.0,10.0,2.0,0.0,15.0,,
9889328,2023-08-26,2023,12,CFL,HAM,BC,,0.0,42.0,5.0,0.0,49.0,,
9889330,2023-09-02,2023,13,CFL,BC,MTL,,0.0,3.0,1.0,1.0,68.0,,
9889341,2023-09-16,2023,15,CFL,OTT,BC,,0.0,23.0,5.0,0.0,13.0,,
9889343,2023-09-22,2023,16,CFL,BC,EDM,0.0,0.0,28.0,4.0,2.0,112.0,0.0,1.0
9889347,2023-09-29,2023,17,CFL,SSK,BC,,0.0,25.0,4.0,0.0,38.0,,
9889351,2023-10-06,2023,18,CFL,WPG,BC,,0.0,46.0,3.0,0.0,23.0,,
