game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W9_SSK,,2023,9,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W10_SSK,,2023,10,CFL,,,,,,,0.0,18.0,,
SYNTHETIC_CFL_2023_W13_SSK,,2023,13,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W14_SSK,,2023,14,CFL,,,,0.0,12.0,2.0,0.0,41.0,,
SYNTHETIC_CFL_2023_W15_SSK,,2023,15,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W16_SSK,,2023,16,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2023_W17_SSK,,2023,17,CFL,,,0.0,,,,2.0,7.0,0.0,0.0
SYNTHETIC_CFL_2023_W18_SSK,,2023,18,CFL,,,0.0,,,,0.0,23.0,0.0,0.0
SYNTHETIC_CFL_2023_W19_SSK,,2023,19,CFL,,,,,,,0.0,7.0,,
SYNTHETIC_CFL_2023_W20_SSK,,2023,20,CFL,,,0.0,,,,,,0.0,0.0
SYNTHETIC_CFL_2024_W16_SSK,,2024,16,CFL,,,,,,,0.0,13.0,,
SYNTHETIC_CFL_2024_W17_SSK,,2024,17,CFL,,,,,,,1.0,72.0,,
SYNTHETIC_CFL_2024_W19_SSK,,2024,19,CFL,,,,,,,0.0,18.0,,
SYNTHETIC_CFL_2024_W21_SSK,,2024,21,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2025_W1_SSK,,2025,1,CFL,,,,1.0,17.0,2.0,1.0,57.0,,
SYNTHETIC_CFL_2025_W3_SSK,,2025,3,CFL,,,,0.0,2.0,1.0,0.0,23.0,,
SYNTHETIC_CFL_2025_W4_SSK,,2025,4,CFL,,,,,,,0.0,16.0,,
SYNTHETIC_CFL_2025_W18_SSK,,2025,18,CFL,,,,0.0,7.0,1.0,0.0,2.0,,
SYNTHETIC_CFL_2025_W19_SSK,,2025,19,CFL,,,,,,,0.0,32.0,,
SYNTHETIC_CFL_2025_W20_SSK,,2025,20,CFL,,,,0.0,0.0,1.0,,,,
SYNTHETIC_CFL_2025_W21_SSK,,2025,21,CFL,,,,0.0,12.0,1.0,0.0,36.0,,
