game_id,date,season,week,league,away,home,award_mvp
FOOTBALL_XLEAGUE_2001_SEASON_TOTAL,,2001,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2004_SEASON_TOTAL,,2004,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2010_SEASON_TOTAL,,2010,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2011_SEASON_TOTAL,,2011,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2012_SEASON_TOTAL,,2012,1,XLEAGUE,,,1.0
