game_id,date,season,week,league,away,home,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
2025-04-24-NY-OAK,2025-04-24,2025,1,UFA,empire,spiders,5.0,0.0,0.0,0.0,1.0,123.0,265.0
2025-05-03-OAK-SEA,2025-05-03,2025,2,UFA,spiders,cascades,4.0,1.0,0.0,4.0,1.0,277.0,228.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,UFA,spiders,steel,3.0,1.0,0.0,2.0,5.0,30.0,233.0
2025-05-09-SEA-OAK,2025-05-09,2025,3,UFA,cascades,spiders,5.0,0.0,0.0,2.0,2.0,192.0,461.0
2025-05-24-SEA-OAK,2025-05-24,2025,5,UFA,cascades,spiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-30-OAK-COL,2025-05-30,2025,6,UFA,spiders,summit,3.0,0.0,0.0,2.0,3.0,293.0,332.0
2025-06-06-SLC-OAK,2025-06-06,2025,7,UFA,shred,spiders,6.0,2.0,0.0,1.0,1.0,212.0,392.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,UFA,steel,spiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-21-LV-OAK,2025-06-21,2025,9,UFA,bighorns,spiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-27-OAK-SLC,2025-06-27,2025,10,UFA,spiders,shred,3.0,0.0,0.0,0.0,2.0,264.0,191.0
2025-06-28-OAK-SD,2025-06-28,2025,10,UFA,spiders,growlers,1.0,0.0,0.0,1.0,1.0,104.0,351.0
2025-07-19-SD-OAK,2025-07-19,2025,13,UFA,growlers,spiders,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-26-ORE-OAK,2026-04-26,2026,1,UFA,steel,spiders,2.0,0.0,0.0,1.0,3.0,145.0,116.0
2026-05-02-SLC-OAK,2026-05-02,2026,2,UFA,shred,spiders,1.0,0.0,0.0,0.0,3.0,87.0,78.0
