game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-odi-2021-11-15-1288322,2021-11-15,2021,1,ODI,Zimbabwe,Bangladesh,7.0,1.0,0.0,5.0,5.0,0.0,,,,,,,,1.0
cricket-t20i-2021-08-27-1272900,2021-08-27,2021,1,T20I,Thailand,Zimbabwe,3.0,0.0,0.0,9.0,1.0,0.0,18.0,0.0,0.0,18.0,2.0,0.0,,1.0
cricket-t20i-2022-09-12-1329247,2022-09-12,2022,1,T20I,Zimbabwe,United Arab Emirates,,,,,,,6.0,0.0,0.0,6.0,0.0,0.0,,1.0
cricket-t20i-2022-09-21-1331395,2022-09-21,2022,1,T20I,Zimbabwe,United Arab Emirates,4.0,0.0,1.0,8.0,6.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-t20i-2022-09-25-1331400,2022-09-25,2022,1,T20I,Zimbabwe,Thailand,7.0,0.0,0.0,7.0,6.0,0.0,,,,,,,,1.0
cricket-odi-2023-04-21-1368831,2023-04-21,2023,1,ODI,Thailand,Zimbabwe,41.0,0.0,0.0,7.0,8.0,0.0,36.0,1.0,0.0,34.0,2.0,1.0,,1.0
cricket-odi-2023-04-23-1368832,2023-04-23,2023,1,ODI,Zimbabwe,Thailand,40.0,2.0,0.0,7.0,18.0,0.0,24.0,1.0,0.0,13.0,1.0,1.0,,1.0
cricket-t20i-2023-04-28-1365323,2023-04-28,2023,1,T20I,Zimbabwe,Thailand,5.0,0.0,1.0,7.0,3.0,0.0,12.0,0.0,0.0,11.0,0.0,0.0,,1.0
cricket-odi-2024-10-17-1455367,2024-10-17,2024,1,ODI,United States of America,Zimbabwe,,,,,,,36.0,0.0,0.0,21.0,2.0,0.0,,1.0
cricket-odi-2024-10-20-1455368,2024-10-20,2024,1,ODI,United States of America,Zimbabwe,,,,,,,54.0,0.0,0.0,57.0,1.0,1.0,,1.0
cricket-odi-2024-10-23-1455369,2024-10-23,2024,1,ODI,Zimbabwe,United States of America,20.0,0.0,0.0,8.0,8.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,,1.0
cricket-odi-2026-03-05-1491702,2026-03-05,2026,1,ODI,New Zealand,Zimbabwe,16.0,0.0,0.0,7.0,4.0,0.0,54.0,0.0,0.0,59.0,1.0,2.0,,1.0
cricket-odi-2026-03-08-1491703,2026-03-08,2026,1,ODI,Zimbabwe,New Zealand,7.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,13.0,1.0,0.0,,1.0
cricket-odi-2026-03-11-1491704,2026-03-11,2026,1,ODI,New Zealand,Zimbabwe,16.0,0.0,0.0,6.0,3.0,0.0,54.0,0.0,0.0,48.0,2.0,0.0,,1.0
cricket-t20i-2026-01-18-1515208,2026-01-18,2026,1,T20I,Netherlands,Zimbabwe,16.0,1.0,1.0,8.0,15.0,0.0,24.0,0.0,1.0,22.0,5.0,0.0,,1.0
cricket-t20i-2026-01-20-1515213,2026-01-20,2026,1,T20I,Thailand,Zimbabwe,,,,,,,18.0,0.0,0.0,17.0,0.0,0.0,,1.0
cricket-t20i-2026-01-22-1515219,2026-01-22,2026,1,T20I,Zimbabwe,Scotland,10.0,1.0,0.0,9.0,8.0,0.0,12.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0
cricket-t20i-2026-01-24-1515222,2026-01-24,2026,1,T20I,Zimbabwe,Nepal,2.0,0.0,1.0,8.0,1.0,0.0,24.0,0.0,0.0,19.0,1.0,1.0,,1.0
cricket-t20i-2026-02-25-1491699,2026-02-25,2026,1,T20I,New Zealand,Zimbabwe,,,,,,,24.0,0.0,0.0,36.0,0.0,0.0,,1.0
cricket-t20i-2026-02-27-1491700,2026-02-27,2026,1,T20I,New Zealand,Zimbabwe,7.0,0.0,0.0,7.0,3.0,0.0,18.0,0.0,0.0,35.0,0.0,0.0,,1.0
cricket-t20i-2026-03-01-1491701,2026-03-01,2026,1,T20I,Zimbabwe,New Zealand,7.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,,1.0
